bedrooms,bathrooms,sqft_above,floors,sqft_lot15,sqft_living15,sqft_basement
4,2.75,1360,1.0,9426,1600,1250
3,2.25,1550,2.0,9900,2520,970
3,1.75,1570,1.0,7416,1900,0
4,2.75,1320,1.0,10736,2470,1080
3,1.75,1930,2.0,6840,2100,0
3,1.0,1160,1.0,9880,1200,0
4,2.5,2820,2.0,15000,2440,0
4,2.0,2040,2.0,5800,2730,1020
3,1.0,880,1.0,8450,1320,440
2,2.0,1200,2.0,2693,1360,0
3,1.0,1040,1.0,10889,1370,0
3,2.5,1570,1.0,8991,1920,420
3,2.5,1690,2.0,8958,1860,0
3,2.0,1810,2.0,2754,1760,0
4,1.75,1640,1.0,8442,2110,880
3,2.5,1090,1.0,5150,1570,480
3,1.0,1680,1.0,7182,1620,0
3,1.5,1250,1.0,7560,1250,0
3,1.5,1280,1.0,8316,1450,0
3,2.5,1580,2.0,5725,1510,0
3,1.75,1300,2.0,7206,1760,350
3,1.75,1380,1.0,9500,2030,280
4,2.5,2410,2.0,7140,2350,0
3,2.25,1450,1.5,4000,1410,270
3,2.5,1940,2.0,13141,3240,1180
4,2.5,1340,1.0,10478,2180,1340
5,1.75,1400,1.0,11942,2400,1240
3,2.0,1700,1.0,6654,1700,0
4,1.75,1250,1.0,5911,1640,1030
3,2.25,1220,2.0,2140,1220,0
3,2.5,2010,2.0,14298,2010,0
3,1.75,1430,1.0,11250,2130,700
4,2.25,1800,2.0,9380,1670,0
3,1.0,1070,1.0,10200,1540,0
3,1.75,1020,1.0,5000,1360,0
4,2.0,1600,1.0,7455,1870,0
4,1.5,1080,1.0,7503,1770,300
3,2.25,3270,2.0,7963,3220,0
4,2.5,1400,2.0,5040,2060,700
3,2.25,2110,3.0,5001,1340,0
3,2.0,1320,1.0,7080,1336,0
4,2.5,1210,1.0,10800,1750,1210
3,1.0,1390,1.5,3990,1730,0
3,3.25,1930,2.0,6744,1700,390
3,2.5,2170,2.0,6733,2240,0
3,2.0,1450,1.0,8523,2050,0
3,2.5,1370,1.0,4400,1630,0
3,2.5,1070,1.0,3720,1740,740
3,2.5,1020,1.0,8800,2060,400
3,2.75,1340,1.0,9660,2150,750
3,2.75,1340,1.0,9660,2150,750
3,1.0,1330,1.0,7000,1530,0
3,2.0,1330,1.0,7297,1330,0
5,2.0,1110,1.0,5948,1150,800
3,1.75,1410,1.0,7680,2080,900
3,2.75,1390,1.0,7140,2040,1110
3,2.0,1310,1.0,7362,1530,0
3,2.25,1400,1.0,9828,1720,1000
3,1.0,1400,1.5,3744,1400,0
4,1.75,1700,1.0,8342,2430,0
3,1.75,1340,1.0,9704,2090,0
4,2.0,1470,1.0,7976,1760,0
3,1.75,1790,1.0,7680,1560,0
3,1.0,1100,1.0,8196,1600,480
3,1.0,1090,1.0,7500,1040,0
5,3.25,2500,1.5,9300,2740,740
4,1.75,1260,1.0,7300,2360,1260
3,1.75,2230,1.0,11900,2230,0
4,3.0,2430,2.0,5702,2000,0
2,1.0,1020,1.0,4200,1660,0
4,1.0,1410,1.0,6255,1250,400
4,2.5,3460,2.0,10631,3140,0
3,1.0,1170,1.0,7620,1480,850
3,2.0,1410,1.0,7610,1410,0
2,1.0,750,1.0,4000,1160,0
3,2.25,2290,2.0,9275,2120,0
2,1.0,720,1.0,6125,980,0
2,1.0,600,1.0,4652,1270,600
4,3.0,2120,2.0,7885,2260,0
3,1.75,1580,1.0,8500,1280,0
3,3.25,3690,3.0,11533,3290,470
3,2.25,1460,1.0,8064,2330,370
3,2.5,1360,1.0,8964,2530,640
2,1.0,980,1.0,3600,1690,0
4,2.5,3040,2.0,9742,2670,0
4,1.0,1020,1.0,8949,1600,720
3,2.0,1450,1.5,9069,1660,0
3,2.5,1560,2.0,4200,1560,0
4,2.5,1690,1.0,8912,2190,360
3,1.75,1460,1.0,10800,1450,300
3,3.5,1310,2.0,1975,1740,430
3,1.0,910,1.0,8789,1160,0
3,1.75,1700,1.0,7405,1690,0
4,2.5,2620,2.0,4500,2250,0
3,2.25,1500,1.0,7990,1750,0
4,1.75,1160,1.0,5750,1640,470
3,1.5,1370,1.0,9800,1370,0
2,2.5,1130,2.0,1237,1400,260
3,1.0,1190,1.0,9750,1200,0
4,3.0,1380,1.0,8148,2100,990
2,1.5,1360,2.0,1898,1360,0
4,2.5,3700,2.0,6175,3580,0
3,1.75,1670,1.0,9600,1900,0
3,2.25,1180,1.0,8120,1600,460
3,2.25,3400,1.0,11574,2510,0
3,1.75,1030,1.0,6000,1110,1030
3,2.0,1580,1.5,3600,1750,750
3,2.0,1430,1.5,5000,1780,560
5,3.0,1220,1.0,5529,2130,800
5,2.25,1580,1.0,7781,2310,1400
2,1.0,790,1.0,4400,1520,0
2,1.0,1060,1.0,8000,1390,0
2,2.5,1900,2.0,3876,1510,0
5,2.5,3361,2.0,6920,3112,0
5,2.5,2740,2.0,5971,2900,0
4,1.75,1020,1.0,6000,1440,1020
3,1.75,2000,1.5,8400,2000,0
3,1.75,1300,1.0,9750,1430,0
2,2.5,1420,2.0,2230,1500,0
3,2.25,770,1.0,6525,1680,770
3,2.25,770,1.0,6525,1680,770
3,3.0,1780,2.0,5800,1970,580
3,1.75,1690,1.0,10500,1950,0
3,2.0,1150,1.0,5000,2300,1150
4,1.75,1650,1.0,7523,1850,0
2,1.0,990,1.0,7200,1130,0
4,2.25,2130,2.0,8400,2170,0
3,2.25,1290,1.0,8700,1890,670
2,1.0,770,1.0,8286,1500,0
4,1.75,2010,1.5,3600,2010,0
2,1.0,800,1.0,8925,1500,0
3,1.0,910,1.0,8416,1490,0
3,1.0,1200,1.0,6768,1330,0
4,2.5,3570,2.0,5231,2260,0
3,2.5,1820,2.0,8625,1860,0
3,2.25,2670,3.0,6460,2450,260
3,1.75,870,1.0,4500,1350,610
4,2.5,2245,1.5,8883,1620,1060
4,2.5,1650,1.0,4637,2090,580
3,1.0,1560,1.0,9375,1468,0
3,1.0,880,1.0,7200,1030,150
3,1.0,1010,1.0,7903,1010,0
2,1.75,1030,1.0,2700,1390,1030
4,2.5,2370,2.0,8584,1590,0
4,2.5,2242,2.0,13125,2242,0
2,1.5,1078,2.0,1263,1078,0
2,1.0,890,1.0,7000,900,0
3,1.5,2120,2.0,11000,1830,580
4,2.5,2450,2.0,12025,2630,0
3,1.75,1420,1.0,8250,2020,0
3,1.5,1280,1.5,1456,1540,0
5,2.75,1780,1.0,15253,2880,1130
4,2.25,2430,2.0,10250,2390,0
2,2.5,1860,2.0,6359,1860,0
3,2.0,1800,1.0,9775,1970,0
3,1.5,1020,1.0,9534,1760,940
3,1.5,1550,1.5,7620,1190,0
2,1.0,840,1.0,3840,1310,0
4,1.75,1330,1.0,8750,1790,750
4,2.5,1480,1.5,5000,1740,730
3,1.5,610,1.0,5240,1560,600
3,2.5,1350,3.0,1369,1640,0
3,2.0,1860,2.0,5146,1950,0
3,2.0,1090,1.0,4500,1700,850
4,3.5,3400,2.0,5326,3190,0
4,2.5,2240,2.0,9000,2010,0
3,1.75,1170,1.0,7866,1180,0
3,3.25,2190,2.0,7949,2350,940
2,2.25,1510,2.0,8120,1510,0
4,1.75,1180,1.0,6240,1990,580
4,1.75,1270,1.5,1343,1400,910
4,1.75,1560,1.0,8848,1510,0
3,2.5,1780,2.0,4976,1571,0
3,1.75,1260,1.0,7159,1810,0
4,1.75,1570,1.5,5720,1570,0
2,1.0,740,1.0,8515,1080,0
4,2.25,1710,2.0,4550,1590,310
4,1.5,1420,2.0,3774,1480,80
4,2.5,1170,1.0,8056,1360,500
2,1.5,860,2.0,3060,1190,150
3,1.5,1460,1.0,13394,1460,0
3,1.75,1350,1.0,5554,1960,440
3,2.25,1760,2.0,6589,1810,0
3,3.5,1480,2.0,4000,1150,310
3,1.0,1050,1.0,6000,1720,0
4,2.5,2590,2.0,5328,2500,0
3,1.0,1040,1.0,8645,1290,0
4,2.5,2790,2.0,8313,2810,1270
4,1.75,2180,1.0,10244,2560,0
4,2.75,2110,2.0,7280,2100,0
2,1.5,1210,1.5,5000,1570,0
4,2.5,2410,2.0,7914,2380,0
3,2.5,1980,2.0,7579,1590,0
4,2.5,1600,1.0,9468,2050,770
3,1.75,1270,1.5,1600,1130,450
2,1.0,750,1.0,5040,1260,0
3,2.25,1810,1.0,9435,2510,700
3,1.5,1540,2.0,5750,1540,0
3,2.25,1450,1.0,9532,1740,360
3,1.75,1380,1.0,8400,1540,0
4,2.5,2570,2.0,9588,2570,0
4,1.75,1690,1.0,6000,1350,0
3,0.75,860,1.0,4000,1350,560
4,2.0,1250,1.0,9800,1590,880
3,2.5,2110,1.5,5000,1970,890
4,2.5,1360,1.0,8400,1620,790
4,2.0,1270,1.0,9767,2280,1010
4,2.0,1560,2.0,10000,1480,0
3,2.5,2320,2.0,4383,2320,0
3,1.75,1010,1.0,7560,1250,0
3,1.0,1120,1.0,5000,1050,0
3,1.75,1560,1.0,16193,2430,0
4,1.5,1860,1.0,11761,1510,0
3,1.5,1150,1.0,8798,1760,0
4,1.75,1920,1.0,8580,1580,0
4,2.25,1460,1.0,8000,2000,1030
3,2.5,1460,2.0,3044,1490,0
3,3.5,1430,2.0,1501,1550,390
4,2.75,1480,1.0,10878,1760,750
4,2.5,2070,2.0,5500,2430,0
3,1.75,1240,1.0,4000,2450,1240
4,3.25,2720,2.0,15929,2640,1390
4,2.75,1550,1.5,3060,1460,740
4,2.75,1720,1.5,9287,3530,900
4,2.5,3190,2.0,7996,2260,0
3,1.0,850,1.0,6907,1150,0
3,2.5,1740,3.0,1280,1740,0
4,2.5,2140,2.0,7775,1690,0
3,2.5,2070,2.0,9617,2620,0
3,2.5,1680,2.0,4075,1710,0
2,1.0,1000,1.0,4959,1830,0
3,2.75,2550,1.0,9480,3340,790
3,2.5,1260,2.0,2767,1310,0
3,2.5,3380,2.0,14089,3630,0
2,1.0,1100,1.0,4000,2050,0
2,2.0,850,1.0,5906,1380,850
3,2.5,1600,2.0,3698,1690,0
3,2.5,2090,2.0,1979,2605,515
2,2.0,1850,1.0,6008,1860,0
3,2.25,1830,2.0,8442,2160,0
2,1.5,1200,2.0,1340,1410,40
3,2.25,2100,2.0,7515,1410,0
3,1.0,1250,1.0,10220,1720,0
2,2.0,1230,2.0,7200,1560,0
3,1.75,1690,1.0,9826,1980,0
3,1.0,1520,1.5,7800,1520,0
4,2.0,1890,2.0,5369,1690,0
4,1.75,1990,1.0,8925,2620,0
3,1.75,1480,1.0,6956,1830,0
3,1.75,1480,1.0,6956,1830,0
3,2.5,1770,2.0,3043,2480,350
3,3.5,1300,2.0,2003,1140,180
3,1.0,1250,1.0,8976,1840,0
4,2.5,2010,2.0,8511,2100,0
3,3.5,3010,2.0,5138,2780,0
2,2.25,1720,1.0,3828,2560,830
5,1.0,1120,1.5,7500,1310,0
4,2.75,1900,1.0,10918,3170,1240
4,2.5,1740,1.0,12085,3370,1250
2,1.0,1120,1.0,6828,1880,0
4,1.5,1570,1.0,8775,980,0
3,2.75,2210,2.0,4674,2230,0
4,2.5,2390,2.0,6507,2590,0
3,1.75,1520,1.0,9200,2080,0
5,1.75,1060,1.0,7260,1410,770
4,3.5,2640,2.0,5900,1700,0
3,2.5,1740,2.0,5782,2080,0
3,2.0,1550,1.0,8000,1860,0
3,1.0,1040,1.0,8075,1450,0
3,2.25,1640,2.0,8372,1830,0
3,2.25,1640,2.0,8372,1830,0
3,1.75,1260,1.0,10278,1320,0
3,1.5,840,2.0,2537,1170,330
3,1.75,1090,1.0,10375,1540,500
3,2.5,1330,1.0,7744,1670,420
4,2.5,1770,2.0,6606,1770,0
4,2.25,2860,2.0,5500,2840,670
3,2.5,1360,1.0,7850,2010,800
4,2.25,2360,1.0,11798,2650,0
3,1.75,1180,1.0,8539,2090,800
4,1.5,1620,1.5,6912,1620,0
2,2.75,2700,1.0,4168,1440,0
2,1.0,870,1.0,6150,1120,0
2,1.75,700,1.0,3980,1700,140
3,3.5,1080,2.0,1378,1650,260
3,2.5,1540,3.0,1350,1500,0
2,2.0,1650,1.0,8668,1260,0
3,2.5,2630,2.0,5250,2220,0
4,2.25,1100,1.0,10274,1790,780
4,2.5,1980,2.0,4595,1770,0
3,1.0,1000,1.0,12210,1570,500
3,2.0,1230,1.5,10281,1080,0
4,2.5,1670,2.0,3600,2290,850
5,1.75,1170,1.0,8025,1910,800
2,1.5,1520,1.0,8040,1440,0
4,2.75,1300,1.0,5600,2550,1300
4,2.0,2290,1.5,9200,2140,0
3,2.0,1329,1.0,8591,1650,650
4,3.5,2170,2.0,3450,1950,0
4,1.5,1190,1.0,15241,1890,630
3,1.5,1200,1.0,7800,1550,0
3,1.0,1210,1.0,5900,1530,0
4,2.5,1440,2.0,3025,1760,530
2,1.0,1040,1.0,11954,1300,0
3,1.75,1070,1.0,4000,2280,850
2,1.5,1020,3.0,1156,1138,0
3,1.0,1060,1.0,7500,1450,600
3,2.25,1220,1.0,7416,1710,450
4,1.75,1010,1.0,8379,2240,1010
3,2.25,1390,3.0,1628,1390,0
3,1.5,1110,1.0,10100,1900,900
4,2.0,1640,1.5,5000,2060,180
3,2.5,1630,2.0,3451,1630,0
3,2.0,2270,1.0,12439,2880,0
3,2.75,1950,2.0,5100,2290,340
2,1.75,590,1.0,7112,1360,0
4,2.75,1720,2.0,7911,2420,850
3,2.5,1600,1.0,15050,2930,450
3,2.5,1610,2.0,7414,1680,0
3,2.5,2140,2.0,7628,1990,0
3,2.0,1730,2.5,6784,1210,0
4,3.5,1940,2.0,4600,2390,500
4,2.75,2320,1.5,5795,2310,900
3,1.5,1030,1.0,7500,1780,750
3,1.0,1230,1.0,8114,2220,0
4,1.75,2160,2.0,9744,1990,0
2,1.75,710,1.0,5700,1250,690
4,1.75,1180,1.0,11325,2060,720
3,1.5,1570,1.0,8791,1920,440
3,2.5,3230,2.0,5312,3080,530
2,1.0,1020,1.0,5000,1480,0
2,1.0,1290,2.0,2628,1290,0
3,1.0,890,1.0,5565,1850,0
3,2.75,1140,1.0,7500,1900,480
4,2.5,3360,2.0,10615,2980,0
3,2.5,1710,1.0,4616,2540,1230
3,1.0,1080,1.5,12672,1800,0
3,1.0,860,1.0,6120,1930,150
2,1.5,1280,1.5,5080,1540,510
4,2.25,1200,1.0,11385,2110,860
3,1.0,1010,1.0,1203,1340,140
3,1.75,2020,1.0,8604,2370,0
4,2.5,2740,2.0,8344,2780,0
4,2.25,1430,1.0,7200,1714,500
5,1.75,1560,1.0,11617,3370,940
3,3.5,2080,2.0,5100,2080,0
3,1.5,980,1.0,6912,2180,480
3,2.75,3290,2.0,12070,2600,0
4,2.5,1540,2.0,1090,1210,0
3,2.0,1310,1.0,6360,1100,0
4,2.5,1280,1.0,8605,2350,840
4,2.0,1520,1.0,10696,2360,1400
3,1.5,1150,1.0,13066,1220,0
3,2.5,2380,2.0,11505,2830,0
3,2.75,2220,2.0,5000,960,0
5,2.0,1860,1.5,6000,1380,1160
3,1.75,1030,1.0,4000,1420,790
4,2.5,2620,2.0,5060,900,0
3,2.0,1010,1.0,4560,1750,740
4,2.5,2020,2.0,7259,2090,0
3,1.75,1240,1.0,8137,1240,0
2,2.0,1380,1.0,5035,1810,0
3,1.75,1920,1.0,8100,1560,0
3,1.0,1400,1.0,14959,1160,0
3,1.0,1090,1.0,8514,2090,150
3,1.75,1410,1.0,15337,1770,0
3,1.75,1440,1.0,7488,1790,0
2,2.25,1020,2.0,1064,1230,210
5,1.5,1550,1.0,9750,1970,0
3,2.0,1760,1.0,13650,1670,0
5,2.0,2020,1.5,4400,1810,120
3,1.75,1500,1.0,8250,1200,510
4,2.25,1080,1.0,9000,1850,1080
2,2.0,1300,1.0,3876,1510,0
3,1.5,1280,2.0,4500,1150,0
3,2.0,1040,1.0,6720,1600,800
4,2.5,3200,2.0,6510,2610,0
2,1.0,1390,1.0,10490,2580,0
4,2.5,2600,2.0,5188,2610,0
3,2.5,1960,2.0,6656,2480,0
3,1.0,1250,1.0,10094,1300,0
4,2.75,3020,2.0,14303,3060,0
4,1.75,920,1.0,4240,1300,720
3,1.75,1870,2.0,8714,1350,0
3,2.5,1760,3.5,1721,1700,0
3,1.5,1320,2.0,3002,1320,0
4,1.5,1430,1.5,4000,1500,0
3,1.75,1580,1.0,9942,1580,0
4,3.25,3090,2.0,6656,2020,0
3,2.0,720,2.0,1506,1360,300
4,1.75,2020,1.5,4400,1890,160
5,3.25,2510,2.0,4000,1620,840
3,2.5,2510,2.0,6099,1790,0
3,2.5,1250,1.0,5092,2030,630
4,1.5,1210,1.0,7763,1830,600
3,2.5,2230,2.0,4000,1310,0
4,2.5,3650,2.0,6442,3150,0
4,1.5,2120,2.0,5000,1830,0
4,2.5,2090,2.0,7151,2000,0
3,1.5,1400,1.0,4000,1320,1200
2,1.0,830,1.0,3150,1460,0
4,2.5,1975,2.0,8538,1975,0
4,2.5,1420,1.0,7600,1600,480
4,1.5,1010,1.0,7684,1320,600
3,3.25,1430,2.0,1375,1410,340
2,1.0,1070,1.0,7622,1490,0
5,3.25,3590,2.0,8609,2920,1000
4,1.0,1540,1.5,3360,1290,0
4,1.75,1590,2.0,7998,1720,0
2,2.0,1170,1.5,4000,2160,0
4,2.25,1920,1.0,10584,2410,960
4,1.75,1680,1.0,8931,2510,830
2,1.0,850,1.0,10452,1280,430
3,1.5,1570,1.0,12412,2130,0
2,1.0,740,1.0,6380,1800,0
3,1.5,1740,1.0,9770,1390,0
3,2.5,1180,3.0,2632,1180,0
3,1.75,940,1.0,5201,1110,940
3,1.0,1150,1.0,5000,1160,0
3,1.0,1320,1.0,9000,1510,0
4,2.0,820,1.0,8200,1640,820
3,2.0,1470,1.0,7480,1580,0
3,1.0,900,1.0,10643,1460,0
3,1.75,1230,1.0,3600,1300,280
3,1.0,720,1.0,5623,1280,720
2,1.0,1380,1.0,12158,1870,0
2,1.5,1150,1.0,8145,1910,0
3,2.0,1250,3.0,1306,1320,0
3,2.5,3510,2.0,10588,3510,0
3,2.5,1700,2.0,10240,1740,560
3,1.5,820,1.0,8723,1430,610
2,1.0,1420,1.0,8625,1220,0
4,2.5,2120,2.0,3720,2170,0
3,2.5,2080,2.0,7471,2210,0
2,2.5,1370,2.0,2308,1370,0
4,2.25,1280,1.0,9934,2330,620
3,1.75,1660,1.0,9489,1660,0
3,1.0,1310,1.0,4166,1120,0
3,2.5,920,1.0,4000,1780,920
3,2.0,1990,1.0,6462,2120,0
3,2.0,1740,1.0,15100,2100,1340
3,1.0,1200,1.0,15500,1960,0
4,1.0,1250,1.0,9180,1260,0
4,2.75,2640,2.0,9137,2980,0
5,1.75,1790,2.0,9612,1840,0
2,2.0,1140,1.0,9375,1130,0
3,2.25,1380,1.5,7769,2140,410
4,2.75,1420,1.0,8250,2300,490
4,1.75,1530,1.5,4200,1650,0
2,2.5,950,2.0,3600,1350,100
3,1.75,1130,1.0,7200,1950,600
4,1.5,1100,1.0,11796,1380,0
5,2.25,1050,1.0,10726,2100,1050
3,2.5,1470,2.0,8684,1360,0
5,3.25,3430,2.0,10751,2070,520
3,1.0,980,1.0,8986,1430,0
4,1.0,2180,1.5,9519,1360,0
3,2.5,1600,2.0,9000,1410,0
2,1.5,1370,2.0,5505,2070,700
4,2.5,3180,2.0,5403,2610,0
4,2.25,2080,2.0,3000,1910,560
3,1.0,1260,1.0,7359,1390,400
2,1.5,1390,3.0,1756,1340,0
4,3.0,1690,1.5,4284,1960,800
4,2.5,2550,2.0,11237,2630,0
3,2.0,1270,1.0,9750,1470,0
4,3.25,2140,2.0,4800,2200,840
3,2.0,1470,1.0,8000,1980,0
4,3.0,2180,1.5,12937,3170,1370
2,1.0,780,1.0,7200,1750,0
2,2.5,1390,2.0,2052,1390,0
4,2.5,2440,2.0,5001,2260,0
3,1.5,1260,1.5,4180,1700,0
3,2.25,1640,2.0,6632,1230,0
3,3.0,1140,1.5,4120,1010,530
3,2.25,2040,1.0,7200,1680,340
4,1.0,1030,1.0,5750,1250,0
3,1.5,1560,1.0,10489,1400,0
4,1.75,1010,1.0,7650,1680,630
4,2.5,3190,2.0,7255,3190,0
3,1.5,1200,1.0,12000,2120,0
3,2.25,1510,2.0,7200,2240,740
2,1.75,980,1.0,6000,1650,980
3,1.0,1250,1.0,11460,1510,0
2,2.25,1930,1.5,6851,2260,530
3,2.5,1700,2.0,7000,1950,0
2,1.0,840,1.0,5000,830,0
4,2.0,950,1.0,5100,1230,950
4,2.75,1080,1.0,6014,2450,1080
3,1.75,1610,1.0,8800,2270,0
3,2.5,1720,2.0,6211,1720,0
4,2.75,2190,2.0,3619,2190,0
3,1.75,1980,1.0,7650,1630,0
3,2.5,1880,2.0,5500,1230,0
3,1.75,1610,1.0,8040,1230,0
4,3.0,2300,2.0,4995,2410,960
5,3.25,2970,2.0,8214,2520,1000
5,2.75,1710,1.5,5500,1790,910
3,1.0,1180,1.0,8316,1290,0
3,2.5,1315,3.0,1124,1360,50
2,1.0,720,1.0,6100,1000,0
3,2.25,930,1.0,7210,1460,420
3,2.75,1850,2.0,8651,1850,0
3,1.75,1320,1.5,9675,1160,0
3,1.75,1990,2.0,11340,2880,0
3,2.0,1440,1.0,8344,1800,0
3,1.75,1790,1.0,6028,1310,0
2,2.0,720,2.0,1317,1340,330
3,2.5,1780,2.0,3848,3050,0
4,2.5,2200,2.0,8900,2270,0
4,2.0,1470,2.0,5413,1510,250
3,2.25,1520,2.0,9758,1530,0
3,1.0,1320,1.0,8415,1320,0
3,1.0,950,1.0,4600,1090,120
4,2.5,1990,2.0,6031,1850,0
2,1.0,890,1.0,5993,1690,0
3,2.0,1440,2.0,6286,1480,0
4,2.5,2440,2.0,5090,2440,0
4,2.25,1440,1.0,10000,2400,360
5,3.0,1330,1.0,9450,1940,930
2,1.0,810,1.0,7158,1090,0
4,2.75,1540,2.0,5000,1830,700
3,1.5,1550,1.0,8000,1550,0
5,3.5,2420,2.0,4640,2060,760
5,3.0,2190,2.0,6710,1440,0
2,2.0,1570,1.0,6262,2165,0
5,3.25,2620,2.0,6006,3310,800
4,2.5,2420,2.0,7800,2650,0
5,3.25,2630,2.0,5850,3050,1050
4,1.75,1210,1.0,6350,1780,700
3,1.75,990,1.0,5175,1780,790
2,1.0,1300,1.0,7439,1680,860
3,1.5,1460,1.0,15000,1510,0
3,1.5,1370,1.0,3370,2350,0
3,1.5,1370,1.0,3370,2350,0
3,2.5,1500,2.0,7171,1720,0
3,1.75,1210,1.0,6000,1250,0
3,2.5,1680,1.0,9942,2670,1170
3,1.0,1090,1.0,7609,1060,0
3,1.75,1450,1.0,6573,1520,0
4,2.25,1340,1.0,12800,1270,480
3,1.5,1320,1.0,7201,1380,0
2,1.5,1670,1.0,9807,1670,0
4,2.0,1440,1.0,11089,1500,0
3,1.0,980,1.0,7560,1300,0
3,1.5,1140,1.0,5070,980,0
3,1.5,1120,1.0,9000,1260,0
3,3.25,1130,2.0,1701,1560,330
4,2.5,2050,2.0,6615,2030,0
3,1.0,1000,1.0,7350,1310,250
4,2.5,2520,2.0,9793,2540,0
3,3.25,1760,1.5,10270,2140,820
5,2.25,1070,1.0,8700,1680,1070
4,3.25,3440,2.0,6478,3580,0
4,2.5,1080,1.0,5365,1870,720
4,2.5,1290,1.0,9120,1730,500
2,1.75,1250,1.0,7680,1250,0
2,2.0,800,1.0,3844,1160,0
3,2.0,1410,1.0,12650,2690,0
2,2.25,1330,3.0,1389,1320,0
4,2.75,2190,1.5,4000,2280,700
4,2.5,2550,2.0,12560,2840,0
5,2.5,2880,2.0,7200,1960,0
3,1.0,660,1.0,6600,1320,0
3,2.25,1470,2.0,4322,1610,0
4,1.75,1320,1.0,8006,2000,380
3,1.0,1040,1.0,8880,1280,0
2,1.0,880,1.0,4000,1430,0
4,2.5,2490,2.0,9454,2650,0
3,1.5,1210,1.0,7560,980,0
5,2.0,1040,1.0,6000,1940,1040
3,1.0,1380,1.0,6075,1190,0
3,2.25,1620,1.0,10568,1910,0
4,1.0,1680,1.5,4021,1710,0
3,1.0,1330,1.0,10360,1300,0
3,1.75,970,1.0,5000,1640,760
2,1.0,790,1.0,12196,1380,0
3,2.5,2240,2.0,7506,2190,0
3,1.5,1500,1.0,8270,1630,0
3,2.0,1800,1.0,11406,2220,0
4,2.5,1980,2.0,4878,1980,0
3,1.75,1340,1.0,5100,1550,0
2,1.0,750,1.0,2383,1630,0
4,2.25,1170,1.0,9648,1990,620
3,2.0,1140,1.0,11250,1940,800
3,2.0,1220,1.0,7000,1570,0
3,1.5,1090,1.0,3880,1570,220
4,2.5,1930,2.0,7959,2280,0
4,3.0,2100,2.0,3800,1320,0
3,1.0,1180,1.0,7573,1320,0
4,1.75,2320,1.0,7308,2240,820
3,2.0,1160,1.0,7800,1380,1160
3,1.75,2110,2.0,10200,1800,0
4,2.0,1670,1.0,10664,2440,120
5,2.5,1740,1.0,8750,1740,0
3,3.5,1750,2.0,12200,2300,300
4,2.25,1680,2.0,3590,1678,0
4,2.25,1930,1.0,8400,1930,0
4,3.0,2470,2.0,7225,1960,1290
3,2.25,1650,1.0,9712,1960,720
4,3.0,2120,2.0,11440,2180,0
4,2.5,2370,2.0,9540,2110,0
4,2.5,1690,1.5,3150,1750,660
3,1.0,1180,1.5,7200,1180,0
3,2.5,2270,2.0,7840,1770,0
3,2.25,1400,1.0,7272,1960,430
3,1.0,890,1.0,9147,1590,0
3,2.25,1260,1.0,7384,1850,560
4,2.5,2440,2.0,8580,2490,0
2,1.0,740,1.0,4311,1590,370
3,2.0,1210,1.0,8000,1620,660
3,1.5,1240,1.5,4080,1420,0
3,2.0,1560,1.0,8625,1970,0
3,2.5,1910,2.0,4928,1800,0
3,1.0,1600,1.0,11250,1880,600
4,2.75,2530,2.0,13140,2490,0
3,1.0,1130,1.0,12507,1460,0
2,1.0,820,1.0,4440,1000,0
2,1.0,960,1.0,4000,1210,0
4,1.5,1780,1.5,4000,2250,200
4,3.5,2250,2.0,7200,3080,1120
3,2.25,1800,2.0,8555,1870,0
5,3.5,2820,2.0,9622,2750,1170
4,2.5,3390,3.0,6760,2020,680
4,1.75,1480,1.5,9405,1440,160
3,1.75,1220,1.0,7210,1640,0
3,3.5,2570,2.0,4000,1880,920
3,2.5,1730,2.0,4343,1780,0
4,2.75,3430,1.5,8000,2090,0
4,2.5,2320,2.0,7438,2010,0
3,1.75,2030,1.0,14400,1950,0
3,1.5,1340,1.0,15000,1540,0
3,1.0,1130,1.0,8203,1180,0
2,2.0,1180,2.0,3003,1310,0
2,1.0,910,1.0,5800,1460,0
3,1.75,1630,1.5,4275,1800,0
2,1.0,710,2.0,1173,1370,0
4,2.5,2820,2.0,8408,1300,0
4,1.75,1970,1.5,4920,1230,0
2,1.75,1020,1.0,5940,2130,840
4,1.0,1780,1.5,4310,1460,0
4,2.5,1788,2.0,6600,1700,0
3,2.5,1880,2.0,3815,1840,0
3,1.75,1520,1.0,10140,2300,780
3,2.5,1610,2.0,7414,1680,0
2,1.75,1230,1.5,4500,1210,0
3,1.5,1370,1.0,7753,1090,300
2,1.0,900,1.0,7529,1500,220
4,2.5,2580,2.0,5476,2900,0
3,1.75,1540,1.5,4800,1330,0
4,2.5,2550,2.0,5715,2560,0
4,2.0,1270,1.0,6000,1600,1070
4,2.5,2320,2.0,4524,2330,0
4,2.5,1640,2.0,4800,1640,0
2,1.0,910,1.0,9440,1410,0
4,3.25,2550,2.0,14001,2370,0
4,2.5,2660,2.0,8095,2480,0
3,2.5,1480,2.0,14250,1660,0
4,2.5,1740,1.0,11560,1970,1070
3,2.5,2480,2.0,5298,2230,0
4,3.0,2720,2.5,5000,2610,1000
3,2.25,2150,2.0,9266,2240,0
3,2.5,2370,2.0,7752,2660,0
5,2.75,2990,2.0,7678,2290,0
4,1.0,1350,1.5,4000,1520,0
3,2.0,1410,1.0,9414,2090,0
