sqft_above,sqft_lot15,sqft_living15
1000,4000,2250
1360,10000,1430
1800,4275,1800
1920,3841,2190
860,5060,880
2340,35190,2630
2020,20500,3670
580,6000,1730
1680,57063,1910
640,4800,1280
1800,9576,1370
2150,15983,3370
2400,4763,2230
940,6350,1490
1110,7210,1440
1370,8000,2150
1790,1539,1770
1730,5800,1620
1730,5800,1620
1520,84942,2100
960,7200,1850
1280,10356,1950
3130,5240,2470
3920,12805,3639
2000,3777,2130
1680,15600,2990
1670,14500,2130
2700,16672,3790
3265,10995,1940
4400,15523,4440
2190,8868,2850
1200,11163,1200
1470,7507,1770
1650,5000,1630
1360,11250,2250
1210,7590,990
1870,7789,2150
3150,229996,2180
2660,11120,2090
1150,7346,1150
870,5074,1210
1880,6084,1510
1420,7875,2210
1510,16438,2840
1630,9125,2570
1400,7876,1310
1970,32400,3070
2830,7378,2830
2630,8670,1880
1580,7916,1650
1540,10485,1570
1060,8570,1010
1830,10000,1480
2260,10153,2740
1500,20267,3750
1830,1804,1830
890,7920,1140
1780,8814,2090
1230,4600,1230
2940,10348,3090
1010,4095,1400
2550,5000,1480
1480,5100,1300
1040,6835,1460
1790,11902,3050
1070,4923,1470
1860,5000,2310
1960,10682,1540
980,5240,1600
1040,15208,1920
1700,4165,1400
1140,7440,1140
3136,54450,2300
2590,4062,2590
1000,1143,1480
1120,1976,1720
1330,10043,2820
1350,3926,1440
860,10500,950
1000,4837,980
1510,15205,1770
3860,14636,2820
1690,4800,2440
1120,11970,1810
2220,33000,2220
2660,11275,3290
1470,10966,1470
1250,50529,2180
2530,8234,3020
1870,8580,2270
1370,8000,1770
2790,6538,2990
1370,10920,1580
4470,40450,3210
2040,39280,2260
1700,8250,1890
2520,6930,2130
1710,12223,1940
1200,7920,1800
1330,8429,1870
1310,2997,1310
3020,6000,900
2260,6218,2260
790,5000,990
970,5000,1540
2250,10960,2880
1530,3700,1340
1780,12052,2100
2120,5257,2370
1190,6561,1420
1190,6561,1420
1460,4000,1670
2390,9603,1900
1620,9609,2890
850,4815,910
930,3840,1690
2470,5679,2110
710,6720,710
1440,6450,1390
1060,8097,1470
2360,8746,2360
1950,7000,2450
1220,10000,2020
720,4000,1130
3680,19939,2340
2900,42188,2570
1290,7214,1340
2010,4400,1420
1490,14285,1180
1930,9145,1640
1120,7500,1440
2320,14482,1610
2990,5533,2910
2200,5772,2200
1500,7700,1500
1930,9000,2960
1030,5200,1190
3750,8279,3450
3100,10189,2840
1870,4060,2090
1580,7200,2130
2750,6246,2370
2370,10274,2740
1990,9035,2290
1740,7684,1580
1180,13048,2590
1560,9876,1760
1590,16300,2160
1760,4000,1760
1620,3780,1580
1210,7000,1670
1490,6118,2020
2270,9617,2580
6640,68625,4620
1060,9600,1440
1940,8169,1310
2050,5000,2070
820,7590,1220
1210,8497,2240
2130,8404,2130
800,5000,1090
1250,8384,1750
1030,1519,1520
1100,34689,3030
1120,1618,1610
980,6138,1970
2390,36989,3200
2300,11165,2170
1140,37938,2580
1330,1113,1330
2640,4850,2640
1780,10296,2340
2470,35259,2990
1440,10100,1580
1320,7200,1540
2810,6630,2860
1370,1217,1320
1040,6341,2030
1980,7280,2120
2050,5664,2140
1160,7320,2130
1750,1985,1760
1910,7542,1910
2030,11070,2450
1730,7680,2390
1360,9426,1600
1550,9900,2520
1060,4292,1680
1570,7416,1900
1320,10736,2470
1930,6840,2100
1160,9880,1200
2820,15000,2440
2040,5800,2730
880,8450,1320
1200,2693,1360
1250,110957,2000
2730,28260,1560
1040,10889,1370
1570,8991,1920
1690,8958,1860
1810,2754,1760
1640,8442,2110
1090,5150,1570
1680,7182,1620
1250,7560,1250
1280,8316,1450
4620,20793,3640
1580,5725,1510
1300,7206,1760
1380,9500,2030
2410,7140,2350
1450,4000,1410
1940,13141,3240
1340,10478,2180
1400,11942,2400
3730,14933,3730
1700,6654,1700
1250,5911,1640
1220,2140,1220
3500,8460,1550
2010,14298,2010
1430,11250,2130
1800,9380,1670
1070,10200,1540
1020,5000,1360
1600,7455,1870
1080,7503,1770
3270,7963,3220
1400,5040,2060
2110,5001,1340
1640,380279,1850
1320,7080,1336
1210,10800,1750
1390,3990,1730
1930,6744,1700
2170,6733,2240
2710,38180,2590
1450,8523,2050
1370,4400,1630
1070,3720,1740
1020,8800,2060
1340,9660,2150
1340,9660,2150
1330,7000,1530
1330,7297,1330
1110,5948,1150
1410,7680,2080
1390,7140,2040
1310,7362,1530
2040,21781,2410
2040,21781,2410
1400,9828,1720
1400,3744,1400
1700,8342,2430
3160,9525,2400
1340,9704,2090
1470,7976,1760
1790,7680,1560
1200,19119,1560
2620,105850,3190
1100,8196,1600
1090,7500,1040
2500,9300,2740
1260,7300,2360
2230,11900,2230
2430,5702,2000
1020,4200,1660
1410,6255,1250
3460,10631,3140
1170,7620,1480
1410,7610,1410
750,4000,1160
4570,19281,3890
4380,70109,4010
2290,9275,2120
720,6125,980
600,4652,1270
2620,30290,2950
2120,7885,2260
1580,8500,1280
3690,11533,3290
1460,8064,2330
1360,8964,2530
980,3600,1690
3040,9742,2670
1020,8949,1600
1450,9069,1660
1560,4200,1560
1690,8912,2190
1460,10800,1450
1310,1975,1740
910,8789,1160
1700,7405,1690
2620,4500,2250
1500,7990,1750
1160,5750,1640
1370,9800,1370
1130,1237,1400
1540,67756,2060
1190,9750,1200
4500,23058,4670
1380,8148,2100
1360,1898,1360
870,22800,1300
3850,12210,3350
3020,44967,2150
3700,6175,3580
2430,3860,1430
1670,9600,1900
1180,8120,1600
3400,11574,2510
1030,6000,1110
1330,35100,1650
1580,3600,1750
3040,21052,2950
2900,6360,2860
1430,5000,1780
1220,5529,2130
1580,7781,2310
3990,6481,3230
790,4400,1520
1060,8000,1390
1450,44431,2140
1900,3876,1510
3361,6920,3112
3550,19862,3000
2740,5971,2900
1020,6000,1440
4070,102366,4070
720,5762,1580
2000,8400,2000
3390,14249,2150
1300,9750,1430
1420,2230,1500
770,6525,1680
770,6525,1680
1780,5800,1970
3720,23000,1610
1690,10500,1950
1150,5000,2300
1650,7523,1850
990,7200,1130
2130,8400,2170
3320,54450,3040
1290,8700,1890
770,8286,1500
2010,3600,2010
800,8925,1500
910,8416,1490
1200,6768,1330
3570,5231,2260
1820,8625,1860
2670,6460,2450
870,4500,1350
2245,8883,1620
1650,4637,2090
1560,9375,1468
880,7200,1030
1690,3520,1990
1010,7903,1010
1030,2700,1390
2370,8584,1590
2242,13125,2242
1078,1263,1078
890,7000,900
2120,11000,1830
2450,12025,2630
1420,8250,2020
1280,1456,1540
1780,15253,2880
2430,10250,2390
1860,6359,1860
1800,9775,1970
1020,9534,1760
1550,7620,1190
840,3840,1310
1330,8750,1790
1480,5000,1740
610,5240,1560
1350,1369,1640
1860,5146,1950
1090,4500,1700
3400,5326,3190
2240,9000,2010
1170,7866,1180
2190,7949,2350
1510,8120,1510
3740,38325,3750
2690,34800,1500
1180,6240,1990
1270,1343,1400
1560,8848,1510
1780,4976,1571
1260,7159,1810
1570,5720,1570
740,8515,1080
1710,4550,1590
1420,3774,1480
1170,8056,1360
2920,9624,3680
860,3060,1190
1460,13394,1460
1350,5554,1960
1760,6589,1810
1480,4000,1150
1050,6000,1720
2590,5328,2500
1040,8645,1290
2790,8313,2810
3190,20475,3420
3190,20475,3420
2180,10244,2560
2120,8000,1860
2110,7280,2100
1210,5000,1570
2410,7914,2380
1980,7579,1590
1600,9468,2050
1270,1600,1130
750,5040,1260
1810,9435,2510
2577,156816,2090
1540,5750,1540
720,3750,1520
1450,9532,1740
1380,8400,1540
2570,9588,2570
1690,6000,1350
860,4000,1350
1250,9800,1590
2110,5000,1970
1360,8400,1620
1270,9767,2280
1560,10000,1480
940,21000,2060
2320,4383,2320
1010,7560,1250
1120,5000,1050
1560,16193,2430
1860,11761,1510
1150,8798,1760
1920,8580,1580
1460,8000,2000
1460,3044,1490
1430,1501,1550
2480,16988,3550
1480,10878,1760
2070,5500,2430
1240,4000,2450
2720,15929,2640
1550,3060,1460
1220,53578,1640
1720,9287,3530
3190,7996,2260
850,6907,1150
1740,1280,1740
2140,7775,1690
2070,9617,2620
1680,4075,1710
1000,4959,1830
2550,9480,3340
1260,2767,1310
2430,35506,2750
560,5000,1120
3380,14089,3630
1100,4000,2050
850,5906,1380
1600,3698,1690
2090,1979,2605
1850,6008,1860
1830,8442,2160
1650,70973,1170
1200,1340,1410
2100,7515,1410
1250,10220,1720
1230,7200,1560
1690,9826,1980
1520,7800,1520
1890,5369,1690
1990,8925,2620
1480,6956,1830
1480,6956,1830
1770,3043,2480
1300,2003,1140
1250,8976,1840
2010,8511,2100
1800,35283,3280
3010,5138,2780
3000,5297,3000
2180,4533,1870
1720,3828,2560
1120,7500,1310
1900,10918,3170
2860,5575,2980
1740,12085,3370
1120,6828,1880
1570,8775,980
2210,4674,2230
2390,6507,2590
1520,9200,2080
1060,7260,1410
2640,5900,1700
1740,5782,2080
1550,8000,1860
1040,8075,1450
1640,8372,1830
1640,8372,1830
1260,10278,1320
840,2537,1170
1090,10375,1540
1330,7744,1670
1770,6606,1770
2860,5500,2840
1360,7850,2010
2360,11798,2650
1180,8539,2090
1620,6912,1620
2700,4168,1440
2470,17916,3690
870,6150,1120
700,3980,1700
1080,1378,1650
1540,1350,1500
1650,8668,1260
2630,5250,2220
1100,10274,1790
1980,4595,1770
1000,12210,1570
1230,10281,1080
1670,3600,2290
1170,8025,1910
1520,8040,1440
1300,5600,2550
2290,9200,2140
1329,8591,1650
2170,3450,1950
1190,15241,1890
1200,7800,1550
1210,5900,1530
1440,3025,1760
1040,11954,1300
1070,4000,2280
1020,1156,1138
1060,7500,1450
1220,7416,1710
3810,7713,3390
1010,8379,2240
420,4975,1460
1390,1628,1390
1110,10100,1900
1640,5000,2060
1630,3451,1630
680,8666,1270
2270,12439,2880
1950,5100,2290
1870,219542,2430
590,7112,1360
1720,7911,2420
1600,15050,2930
1610,7414,1680
2140,7628,1990
1730,6784,1210
1940,4600,2390
2320,5795,2310
4330,26319,5110
1030,7500,1780
1230,8114,2220
2160,9744,1990
710,5700,1250
1180,11325,2060
1510,66120,2160
2960,25209,2640
1570,8791,1920
3230,5312,3080
1020,5000,1480
1290,2628,1290
890,5565,1850
1140,7500,1900
3360,10615,2980
1520,12378,3070
1710,4616,2540
1080,12672,1800
2760,13362,4060
860,6120,1930
1280,5080,1540
1200,11385,2110
1010,1203,1340
4030,5000,2130
2020,8604,2370
2740,8344,2780
1430,7200,1714
1560,11617,3370
2080,5100,2080
980,6912,2180
3290,12070,2600
1540,1090,1210
1310,6360,1100
1280,8605,2350
1520,10696,2360
1150,13066,1220
2380,11505,2830
2220,5000,960
1860,6000,1380
2460,32625,2660
1030,4000,1420
2620,5060,900
1010,4560,1750
2020,7259,2090
1240,8137,1240
1380,5035,1810
1920,8100,1560
1070,360000,1680
1400,14959,1160
1090,8514,2090
1410,15337,1770
1440,7488,1790
1020,1064,1230
1550,9750,1970
1760,13650,1670
3610,18054,3850
2020,4400,1810
3510,5760,3450
1500,8250,1200
1750,9600,2360
1080,9000,1850
1300,3876,1510
1280,4500,1150
1040,6720,1600
3200,6510,2610
2800,37058,2800
1390,10490,2580
2600,5188,2610
1960,6656,2480
1250,17920,1250
1250,17920,1250
550,9240,1100
1960,7350,3670
1250,10094,1300
3020,14303,3060
920,4240,1300
1870,8714,1350
1760,1721,1700
1320,3002,1320
1430,4000,1500
1580,9942,1580
4170,10589,4560
3090,6656,2020
720,1506,1360
2020,4400,1890
2510,4000,1620
2510,6099,1790
1250,5092,2030
1210,7763,1830
4170,37960,4670
2230,4000,1310
3650,6442,3150
1430,10745,2060
2120,5000,1830
2090,7151,2000
1400,4000,1320
830,3150,1460
1975,8538,1975
1420,7600,1600
2640,34986,2520
1010,7684,1320
1430,1375,1410
1070,7622,1490
3590,8609,2920
1540,3360,1290
1590,7998,1720
1170,4000,2160
1920,10584,2410
1680,8931,2510
850,10452,1280
1570,12412,2130
740,6380,1800
1740,9770,1390
1180,2632,1180
2160,23250,2940
940,5201,1110
1150,5000,1160
1320,9000,1510
820,8200,1640
1470,7480,1580
900,10643,1460
1230,3600,1300
720,5623,1280
1380,12158,1870
1150,8145,1910
2070,14060,2890
1250,1306,1320
3510,10588,3510
1700,10240,1740
1420,9590,1650
820,8723,1430
1420,8625,1220
2120,3720,2170
2080,7471,2210
1370,2308,1370
1280,9934,2330
1660,9489,1660
1310,4166,1120
920,4000,1780
580,5650,1560
2610,35427,3060
1990,6462,2120
1740,15100,2100
1200,15500,1960
1250,9180,1260
2640,9137,2980
1790,9612,1840
1140,9375,1130
1380,7769,2140
1420,8250,2300
1530,4200,1650
950,3600,1350
1130,7200,1950
1100,11796,1380
1050,10726,2100
2800,36420,2280
3410,17398,3360
500,2992,1410
1470,8684,1360
3430,10751,2070
980,8986,1430
2180,9519,1360
3040,12202,3830
3170,55321,4130
1850,40946,1750
1600,9000,1410
1370,5505,2070
3180,5403,2610
4820,266587,4170
2080,3000,1910
1920,61014,1616
1600,34190,2910
1140,101529,1580
1260,7359,1390
1390,1756,1340
1690,4284,1960
2550,11237,2630
1270,9750,1470
2140,4800,2200
1470,8000,1980
2180,12937,3170
780,7200,1750
1390,2052,1390
2440,5001,2260
1260,4180,1700
1640,6632,1230
1140,4120,1010
2040,7200,1680
1030,5750,1250
1560,10489,1400
1010,7650,1680
2200,84942,2700
3190,7255,3190
1200,12000,2120
1510,7200,2240
980,6000,1650
1250,11460,1510
2640,35365,2780
1930,6851,2260
1700,7000,1950
840,5000,830
950,5100,1230
1080,6014,2450
1610,8800,2270
1720,6211,1720
2190,3619,2190
1510,14400,2230
1980,7650,1630
1880,5500,1230
1610,8040,1230
2300,4995,2410
2970,8214,2520
4570,74487,3810
1710,5500,1790
1180,8316,1290
1315,1124,1360
720,6100,1000
930,7210,1460
1530,16038,2690
1850,8651,1850
1320,9675,1160
1990,11340,2880
610,4930,1090
2500,40510,2880
1440,8344,1800
1770,4400,1860
1790,6028,1310
720,1317,1340
1780,3848,3050
2200,8900,2270
1470,5413,1510
4570,15017,4850
1520,9758,1530
1320,8415,1320
950,4600,1090
1990,6031,1850
3080,11308,2840
890,5993,1690
1440,6286,1480
2440,5090,2440
1440,10000,2400
1330,9450,1940
810,7158,1090
1540,5000,1830
3800,15000,2360
1550,8000,1550
2420,4640,2060
1700,11200,1790
2190,6710,1440
1570,6262,2165
2620,6006,3310
2420,7800,2650
1570,220849,1570
2630,5850,3050
1210,6350,1780
990,5175,1780
1300,7439,1680
1460,15000,1510
1370,3370,2350
1370,3370,2350
1500,7171,1720
1210,6000,1250
1680,9942,2670
1090,7609,1060
1450,6573,1520
1340,12800,1270
1320,7201,1380
1670,9807,1670
1440,11089,1500
980,7560,1300
2850,5500,1290
1430,11396,2190
1140,5070,980
1120,9000,1260
1130,1701,1560
2050,6615,2030
1000,7350,1310
2520,9793,2540
1760,10270,2140
1200,24792,2150
1070,8700,1680
3440,6478,3580
1080,5365,1870
1290,9120,1730
1250,7680,1250
800,3844,1160
1410,12650,2690
1330,1389,1320
2190,4000,2280
2550,12560,2840
2880,7200,1960
660,6600,1320
1470,4322,1610
1320,8006,2000
1040,8880,1280
880,4000,1430
2490,9454,2650
1210,7560,980
1040,6000,1940
1380,6075,1190
1620,10568,1910
1680,4021,1710
1330,10360,1300
970,5000,1640
790,12196,1380
2240,7506,2190
1500,8270,1630
1800,11406,2220
1980,4878,1980
1340,5100,1550
750,2383,1630
1170,9648,1990
2910,13822,4290
1140,11250,1940
2670,218610,2190
1220,7000,1570
1090,3880,1570
1930,7959,2280
2100,3800,1320
1180,7573,1320
4320,33210,4410
2320,7308,2240
1160,7800,1380
2110,10200,1800
1670,10664,2440
1740,8750,1740
3820,9195,2440
1750,12200,2300
1680,3590,1678
1930,8400,1930
2470,7225,1960
1650,9712,1960
2120,11440,2180
2370,9540,2110
1690,3150,1750
1180,7200,1180
2270,7840,1770
1400,7272,1960
1970,7370,3480
890,9147,1590
1260,7384,1850
2440,8580,2490
740,4311,1590
1210,8000,1620
1240,4080,1420
1560,8625,1970
1910,4928,1800
1600,11250,1880
2530,13140,2490
1130,12507,1460
820,4440,1000
960,4000,1210
1780,4000,2250
2250,7200,3080
7420,169549,5610
1800,8555,1870
2820,9622,2750
3390,6760,2020
1480,9405,1440
2460,10667,3680
1220,7210,1640
2570,4000,1880
1730,4343,1780
3430,8000,2090
2320,7438,2010
2030,14400,1950
4850,35325,3850
1340,15000,1540
1130,8203,1180
1180,3003,1310
910,5800,1460
1630,4275,1800
710,1173,1370
1520,84506,1740
2820,8408,1300
1970,4920,1230
1700,20000,2280
1020,5940,2130
1780,4310,1460
1788,6600,1700
1880,3815,1840
1520,10140,2300
1610,7414,1680
1470,10640,2270
1230,4500,1210
3420,36590,3420
1370,7753,1090
900,7529,1500
2580,5476,2900
2299,15344,2690
2300,80148,2830
1840,12428,2910
2780,13555,3120
2130,23273,3180
1540,4800,1330
2550,5715,2560
1270,6000,1600
2320,4524,2330
1640,4800,1640
910,9440,1410
2550,14001,2370
2660,8095,2480
1480,14250,1660
1740,11560,1970
830,2512,1350
3510,37070,2970
2480,5298,2230
2720,5000,2610
2150,9266,2240
2370,7752,2660
4310,28559,3170
2990,7678,2290
1350,4000,1520
1600,157687,2370
1410,9414,2090
1170,8922,1820
1800,4500,1800
2530,7894,3140
1490,7376,1490
3610,10776,3000
1250,47480,2270
1092,4000,930
1170,7688,1990
1680,15600,1250
2510,11760,3180
2280,97574,2300
2510,5186,2530
1690,13100,3100
3680,13320,2910
1300,12616,1580
3040,13148,3780
1970,4000,1984
2870,8472,2840
2050,8608,3130
1740,5400,1560
3660,20440,4660
3160,36444,3900
1990,20000,2240
3920,32647,2550
960,51400,1930
1540,6552,1470
1970,5564,1840
1880,4668,2060
1260,6510,2130
1310,10606,2450
1400,8432,1600
3190,28619,2810
1000,6947,1000
1170,7000,1740
1060,3900,1920
1010,6180,1560
1630,3905,2000
1090,10296,1910
1390,11600,1390
2500,7200,2700
3420,8031,3080
2850,11000,1720
1530,5400,2610
3450,8996,3870
2230,6088,2230
1170,7523,2090
4000,6298,1380
1490,16200,2070
4225,14576,2870
1920,4000,2300
1030,7262,1330
1650,8086,1790
1830,8070,2100
2120,157123,2120
1250,9490,1640
2470,7700,2400
940,7375,1290
1630,11700,2860
1370,10125,2100
4370,35096,2430
2620,9067,2620
1500,7800,1490
830,7200,1700
1430,5646,1550
760,8556,1500
1250,7600,990
2290,15001,3010
3450,35894,3110
3950,11086,3920
1950,9178,1950
1700,4444,1700
2370,6152,2690
1600,1750,1660
2660,5500,3320
1087,2025,1690
1140,9800,1280
1080,7452,1340
3080,4929,2750
910,3000,1260
1950,9099,1500
1450,6820,1450
1590,7606,1590
1240,8970,1170
790,40518,2690
3470,12359,4370
3640,10005,3350
1340,12450,2930
1420,7200,2500
1150,9916,1810
1200,7200,1580
2240,5128,2610
970,3900,1810
1110,6000,1420
2040,6458,2540
1230,10695,2310
1320,4500,2010
1340,7645,1540
1020,6695,2370
1220,17652,1990
1220,17652,1990
1390,2900,1440
2970,5040,2500
1440,161172,1630
830,5100,1920
1904,12426,1560
1400,7650,1580
2140,3841,2860
1320,8315,1320
1330,8160,1530
2300,6371,1820
2000,7066,2210
2210,5500,2270
2700,15682,3390
1150,9450,2110
1770,4500,1770
1290,7300,1650
1450,7440,1450
1130,7800,1460
1330,5802,1410
1760,4000,1760
1230,1834,2210
1280,10267,2200
1260,2625,1260
1890,7944,1740
1010,5400,960
1770,7360,1460
890,6350,1490
1670,5118,1670
1360,10400,1200
2120,8763,2490
1910,3696,1530
1480,7560,1480
1090,7800,1380
1670,12500,2360
1670,12500,2360
2750,11568,2900
1030,4275,1650
1320,3264,1410
1100,5110,1310
1180,8615,1880
1740,3600,2200
2010,5225,1640
3910,15001,1860
470,22500,1730
1780,8075,1740
1930,9000,1350
3270,7367,2740
1650,5000,1720
1260,8450,1580
1140,5175,1790
1300,10064,1300
1530,8200,2250
1200,8217,1460
1500,5917,1700
1700,7818,1930
1170,8554,1790
2240,5288,1920
1070,8113,1240
1890,50529,2110
1260,7822,1760
1160,3780,1410
1300,98881,1880
3220,12109,2550
1010,8166,1720
2100,8800,2270
1420,6350,1670
1020,7320,1290
2400,54450,2270
2540,10643,3330
1550,1826,1460
1870,5580,2170
2340,6604,2340
2260,3600,1810
1140,4000,1670
1180,18000,460
1600,7500,1700
1300,5111,1370
1040,8699,1040
1220,7412,1210
2240,5574,2240
1420,6375,1540
1580,8137,1580
1890,23958,2430
1400,29930,2770
1890,172062,1690
1070,6000,1570
1000,7800,1220
1480,7604,2180
2320,217800,2540
840,7434,1260
840,7434,1260
1430,8700,2640
2040,273556,1790
2370,34834,2870
1060,8210,1460
1380,10875,1040
1270,8470,1960
3320,217800,2530
1090,4000,2080
1090,9890,1560
1110,6600,1670
1530,6431,1420
1850,2500,1360
600,4800,1480
1730,4000,1680
1560,13388,3310
1350,57000,2320
1720,2898,1670
1260,4426,1670
1650,6150,1280
2200,8186,2860
2690,35091,2570
1290,9390,1810
1220,7670,1540
1300,10222,1150
1130,11000,1250
2530,6000,3080
1890,12744,2840
950,6828,1180
1370,1419,2230
1050,5320,1260
1280,7400,1310
1430,4902,1910
1870,7875,2070
920,5250,1210
1900,39921,2900
1270,17388,2210
1360,14550,1790
1460,10154,2240
1670,30492,2330
2810,6958,2660
2370,7455,1870
1700,8225,1700
1630,8000,1800
1660,4000,2200
860,6732,1030
1980,12150,2200
2080,7660,2550
1060,10925,1130
1590,3383,1820
1290,9240,1550
860,7210,1250
1350,9293,1890
2080,9900,2320
2090,5040,2740
2030,4380,1790
2680,40866,2680
1220,11100,1940
1300,7500,1630
2210,7000,1970
1400,7960,1600
1540,4400,1620
1860,37301,2620
1920,8000,1490
2630,23760,4590
1430,8750,2460
2640,5183,3180
1040,6535,1100
2040,9990,2540
2470,158994,1680
1300,9600,1400
1460,8254,1960
2040,3400,1540
3030,7034,2790
2260,7724,2200
2670,8866,2670
1520,7207,1670
2610,5016,2900
930,4424,1360
1480,5000,1850
3540,7195,2280
1050,7308,1760
2966,6000,2340
1810,3000,1140
1680,4240,1460
1540,9725,2520
1150,9812,1200
1150,9812,1200
3240,7150,4610
3480,16855,3960
2800,5092,2960
1620,7200,2700
940,6710,1090
1200,4750,1550
1040,5692,1190
2880,9676,2080
1910,3720,2240
2120,8527,1720
3020,5325,2640
2250,121968,2110
1650,6350,1650
880,1203,1070
1860,12204,1740
2750,4800,2060
2192,4649,1914
1590,3912,2160
1840,11564,1720
3670,10679,3300
1630,8515,1480
3780,27201,2880
770,4275,1820
2700,8405,2660
2110,7270,1740
3720,9660,3515
2560,10241,3090
1350,17598,2160
1090,4662,1230
2910,6750,2550
1050,4269,1490
1110,8400,1920
1760,6800,1890
1540,21090,1710
1660,9450,2060
1370,5000,1500
1440,5209,1810
980,7700,1510
1980,10143,2800
1990,2601,2440
1350,14200,1350
2210,34999,2710
880,7828,880
1240,7700,1920
1450,3300,1760
840,6000,1100
3470,21950,3360
1820,7696,2430
1310,7560,1090
1790,7212,2330
2460,4399,2510
1060,9515,1410
1340,7987,2950
1480,9184,1920
3500,8028,3180
2120,14904,2850
970,15120,1940
2280,4534,2246
1190,1171,1210
1260,6600,2020
1150,8050,1950
1030,7320,1320
750,1739,1220
2060,220232,2240
1950,8750,1900
1330,8081,1770
1520,10912,2710
3240,13044,2920
1440,10650,2400
1380,5000,1850
1650,4000,1750
950,4000,1850
1550,5511,1620
5050,14486,3700
1680,11250,2110
1200,7500,1920
1370,8671,1580
2920,20400,3080
1000,8113,1280
1210,9750,1650
2790,4650,2850
830,5400,1930
1650,4560,1210
1300,8002,1150
1090,7200,1240
1960,14595,3960
940,10255,1370
1810,10021,2850
3000,10737,3480
860,11200,1780
1390,10125,1850
2290,6077,1810
1590,10856,2110
1590,14275,2620
1030,6696,1620
1800,10050,1610
1090,10681,1870
1700,7496,2280
1350,5000,1530
1330,8964,2050
1350,5324,2260
920,5000,1890
1030,10269,2090
860,4160,1650
1980,8438,1510
3040,20473,3540
2610,9472,2500
940,1149,1460
1490,6603,1510
3360,90940,3540
960,9000,1520
2253,9052,1786
770,8149,1120
1310,3425,1310
830,7480,1140
1820,33915,2710
3980,8910,3980
2410,9660,2620
1830,8966,2109
1610,21673,2510
800,8082,850
1790,8107,2110
1030,7620,1780
1030,7620,1780
940,5276,1180
1810,113691,1980
1650,4967,2100
2080,7500,2970
1120,5080,1020
1120,5080,1020
1200,8316,1250
1350,3750,1720
2020,18151,1850
1400,9210,2326
1140,14260,1850
1830,5175,1830
1010,11700,1750
1770,9858,2470
2120,4103,2230
2160,4800,2390
1730,13860,3590
2180,4500,2660
2350,14978,2640
1060,6954,1560
1670,2897,1670
1390,12539,2520
1270,4680,1400
1510,6000,1740
1770,5100,2080
1260,7363,1460
1030,10498,1710
1250,7200,1660
790,7601,1440
1820,45528,1820
2390,35007,3180
3220,17474,3470
3240,24967,4050
2390,8606,2310
2500,5250,1960
2290,3150,2000
5550,19329,4740
990,12735,2600
1120,4000,1500
1340,8775,1250
900,1099,1330
2830,213008,2250
2700,85905,2728
910,5132,1410
910,5132,1410
1610,3800,2170
880,5060,880
1730,7620,2370
1180,35100,1490
1070,8250,1190
1080,3600,1600
1570,8261,2480
1060,10712,1680
4133,291416,1970
920,5546,1300
920,5546,1300
1180,5425,2480
1150,9068,2050
1660,7860,1290
2670,11900,2420
980,8000,1240
1780,10080,2360
2370,9514,2370
1020,4933,2130
1610,7407,2250
1450,8387,1750
2590,31200,2590
1310,7540,1580
2040,6280,1950
810,7740,1240
1270,8589,1590
1470,2052,1470
1140,8692,1530
660,2198,1420
1358,1196,1358
1060,7350,1450
2910,9525,2740
900,7900,1370
1170,3270,1270
1690,4335,1920
1650,2276,1690
650,6700,1110
2300,9032,2240
620,8244,1180
620,8244,1180
1280,6600,1730
1420,5625,1800
1300,7600,1840
1180,7800,1160
1750,13800,1830
1480,13062,2660
1550,9540,2190
3100,16104,2400
1020,8330,1480
1210,5200,890
4610,15154,4400
860,6380,1250
2250,7626,1790
1330,9827,2030
2310,32057,2390
920,8100,1250
920,8100,1250
2000,6929,1710
2810,7642,2750
980,5050,1620
2540,6239,2540
1170,6300,2110
740,7300,1250
1358,1196,1358
1180,7490,1570
1230,16488,3630
800,6750,1330
3170,7846,2940
1530,4875,1470
1100,8281,1510
2030,3953,1780
1320,7275,1870
3080,13631,3130
1600,90169,2390
910,14566,2000
810,5100,1500
3990,11734,3490
1430,1347,1430
2190,7802,2210
2290,10186,2150
2840,12620,3680
1890,219542,2860
1620,13198,1270
1310,4764,1900
2830,7515,3190
1200,14169,2040
1110,6504,1150
1450,59612,2430
2650,12032,2650
3870,67019,4290
2530,14640,2530
1450,10400,1360
2200,3423,2130
1290,9711,1510
1100,8100,1780
1590,9625,1590
2690,9744,2230
990,10125,1360
1080,8099,1270
1720,6000,1360
2080,11020,1870
1840,7601,1940
2560,6000,2440
3560,6981,3190
1540,4635,1530
530,6350,1200
1140,10236,1160
1160,6720,1690
1620,8227,1610
1450,3825,1280
810,4365,900
1050,4000,1560
2640,10018,1680
2320,5253,2320
2170,297514,1710
1040,4830,1710
1080,9225,1740
800,4365,1150
1270,11500,2030
2830,9619,2970
1100,7250,1510
1280,7770,1690
1970,3120,1680
1520,5625,1690
1820,11998,2560
1000,7279,1400
1580,6700,1770
1800,8900,1940
2640,6000,1930
1510,14000,1520
4285,8994,1570
1610,8102,1530
2470,5078,2470
1200,7200,1200
1260,8910,1560
920,4945,1460
1440,11000,2540
1870,5143,1810
1810,10655,4950
1950,9019,2210
1730,36250,1730
1620,9900,2680
1140,9800,2310
2040,8265,2160
2690,5505,2690
1610,6000,1570
1410,5400,1960
