sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,price,year_bin
2050,12088,2200,0,0,5,8,4,2,1.0,1,0,704000,6
1490,3889,1510,0,0,5,7,4,1,1.5,1,1,607000,2
1810,8374,2190,0,0,3,8,3,2,2.0,1,0,580000,7
2530,8714,2480,0,0,4,8,5,1,2.0,1,0,875000,6
1560,8500,2260,0,0,4,8,4,3,1.0,1,0,610000,6
1040,19000,1410,0,0,3,6,3,1,1.0,1,0,230000,3
2450,41181,2450,0,0,3,8,4,1,2.0,1,0,510000,6
1370,4920,1970,0,0,3,7,4,3,1.0,1,1,733000,6
1050,15675,1690,0,0,4,7,3,1,1.0,1,0,169100,4
1050,15675,1690,0,0,4,7,3,1,1.0,1,0,250000,4
2730,36677,2730,0,0,3,8,4,1,2.0,1,0,500000,6
1320,7700,1820,0,4,3,8,2,2,1.0,1,1,700000,4
2410,5378,2300,0,0,3,8,4,1,2.0,2,0,379000,9
3420,222156,3340,0,0,3,9,4,1,2.0,2,0,650000,9
920,4600,1560,0,0,3,7,2,1,1.0,1,1,412133,4
1740,14190,2330,0,0,3,8,4,3,1.0,1,0,480000,5
1940,11448,2720,0,0,3,7,3,1,1.0,1,0,650000,5
1900,4664,1350,0,0,3,8,2,1,2.0,2,0,505000,9
1930,12120,2730,0,0,4,9,4,4,1.0,1,0,931088,5
1860,7700,1860,0,0,4,8,4,1,1.0,1,0,570000,5
1380,4635,1790,0,0,4,6,3,1,1.0,1,1,475000,1
1310,8594,1850,0,0,3,7,6,3,1.0,1,1,240000,5
1590,67415,2390,0,0,4,8,4,4,1.0,1,0,462000,7
3220,18210,3100,0,2,5,8,3,4,2.0,1,1,1120000,1
1500,6600,1730,0,0,2,6,3,1,1.0,1,1,243000,6
2010,15375,1930,0,0,4,8,4,1,1.0,1,0,660000,5
1040,8408,2030,1,4,4,8,2,4,1.0,1,1,1190000,3
5584,101901,5030,0,0,3,11,4,1,2.0,2,0,1680000,8
8860,42730,4540,0,4,3,13,6,4,2.0,2,0,6890000,9
2080,4947,2080,0,0,3,7,3,1,2.0,2,0,368000,9
2860,4500,3480,0,0,3,9,5,4,2.0,2,0,811500,9
770,8150,770,0,0,5,6,2,1,1.0,1,1,275000,4
2500,7200,2680,0,0,3,9,4,1,2.0,2,0,650000,9
2410,36300,1900,0,0,3,7,3,1,1.5,2,0,485000,8
1340,13068,2520,0,0,4,7,3,1,1.0,1,0,425000,6
1550,12432,2120,0,0,3,8,3,4,1.0,1,0,530000,7
1370,9286,2740,0,2,3,8,4,4,1.0,1,1,657000,4
1080,3800,1740,0,0,3,7,4,3,1.0,2,0,315000,9
1280,22614,2420,0,0,4,6,4,3,1.0,1,0,273000,4
1240,9866,2040,0,0,5,8,3,3,1.0,1,0,550000,6
1270,1758,1560,0,0,3,8,2,2,2.0,2,1,347000,9
1240,8391,1780,0,0,4,7,5,4,1.0,1,0,525000,6
840,2521,1350,0,0,3,8,3,2,2.0,2,1,490000,9
2210,7955,1450,0,0,3,8,3,1,2.0,1,1,500000,7
3080,7274,3080,0,0,3,9,3,1,2.0,2,0,585000,9
1750,15720,2900,0,2,3,9,4,4,1.0,1,0,926500,7
1020,3480,1670,0,0,3,7,1,1,1.0,1,1,465000,2
1900,6532,1280,0,0,3,7,4,1,1.0,1,0,200000,6
4500,14571,4470,0,3,3,12,6,4,2.0,2,0,1680000,8
990,27442,2090,0,0,2,6,2,1,1.0,1,0,220500,4
990,27442,2090,0,0,2,6,2,1,1.0,1,0,329000,4
2080,2250,2080,0,4,3,8,3,1,3.0,2,1,715000,8
2080,2250,2080,0,4,3,8,3,1,3.0,2,1,780000,8
1050,4080,1310,0,0,3,7,2,2,1.0,1,1,410000,4
1050,4080,1310,0,0,3,7,2,2,1.0,1,1,778100,4
1090,8198,1570,0,0,4,7,3,1,1.0,1,1,406000,4
1660,5900,2580,0,0,3,8,4,4,1.0,1,1,665000,5
1000,8214,1620,0,0,4,7,2,1,1.0,1,1,305000,4
1640,7200,1850,0,0,3,7,3,1,2.0,1,0,265000,8
1620,4080,1760,0,0,3,7,4,1,1.5,1,1,485000,2
1860,102366,2870,0,0,4,9,3,3,1.0,1,0,600000,6
1060,5100,1710,0,0,3,7,2,3,1.0,1,1,510000,3
1080,3899,1090,0,0,4,8,2,1,1.0,1,1,195000,6
1270,5100,1400,0,0,3,7,3,3,1.0,1,1,432500,5
1220,8199,1950,0,0,4,7,3,2,1.0,1,0,490000,6
1690,8590,1410,0,0,4,7,3,1,2.0,1,0,270000,8
1010,2632,1480,0,0,3,7,2,1,2.0,1,1,370000,7
2090,12666,2090,0,0,3,8,3,1,2.0,1,0,327500,8
1060,4080,1730,0,0,3,7,2,1,1.0,1,1,826000,0
1750,9546,1170,0,0,3,7,3,1,2.0,1,0,510000,3
890,5904,1330,0,0,3,7,2,1,1.0,1,1,587750,3
1650,16062,2930,0,0,3,8,5,4,1.0,1,0,449228,5
2030,109468,1870,0,0,3,9,3,1,1.0,2,0,565000,8
3170,215186,3250,0,0,3,9,4,1,2.0,2,0,660000,9
1250,35140,2140,0,0,5,8,5,4,1.0,1,0,400000,6
1030,5000,1280,0,0,3,7,4,4,1.0,1,1,612500,4
1060,6250,1410,0,0,5,7,4,4,1.0,1,1,560000,1
1520,4200,1850,0,0,5,8,3,3,1.5,1,1,727000,3
2300,5937,940,0,0,4,7,4,1,2.0,1,0,224000,6
4200,22234,3540,0,0,3,11,4,1,2.0,1,0,1080000,8
1220,7565,1660,0,0,3,7,3,2,1.0,1,0,439000,6
1480,110206,1920,0,0,2,7,3,3,1.5,1,0,335000,7
1370,5006,2160,0,0,4,8,4,4,1.0,1,1,779000,3
1830,13135,2010,0,0,3,6,5,1,1.5,1,0,452000,4
2000,5304,1670,0,0,4,7,4,1,1.5,1,1,775000,4
1380,8800,1380,0,0,3,7,3,1,1.0,1,0,235000,6
1620,21518,2190,0,0,4,7,3,1,2.0,1,0,370000,4
3180,12600,3110,0,0,4,9,4,1,2.0,1,0,790000,6
1140,7800,2020,0,0,4,6,2,1,1.0,1,0,903000,4
970,7875,970,0,0,4,6,3,1,1.0,1,0,209950,6
1780,6618,1670,0,0,3,7,3,1,2.0,1,0,309000,7
1120,8100,1710,0,0,3,7,3,4,1.0,1,1,440000,4
1860,16140,2020,0,0,3,8,4,3,2.0,1,0,571500,5
920,4000,1300,0,0,4,7,2,1,1.0,1,1,514000,0
1200,7300,1830,0,1,3,7,3,3,1.0,1,1,323000,4
1560,9000,2050,0,0,3,8,2,1,1.0,2,0,290000,9
4280,14750,3570,0,1,3,11,4,4,2.0,2,0,2580000,9
2310,21814,2950,0,0,3,10,3,1,1.0,1,0,1360000,7
1470,5100,1470,0,0,3,7,4,1,1.5,1,1,551000,4
3430,44431,3700,0,2,5,10,4,1,1.5,1,0,960000,7
2900,11854,2910,0,0,3,9,5,1,2.0,1,0,720000,8
1320,7630,1940,0,0,3,8,3,3,1.0,1,0,218000,7
2190,7700,2040,0,0,3,8,4,1,2.0,2,0,334950,8
2510,39221,2510,0,0,4,9,4,1,2.0,1,0,605000,7
2390,4920,1830,0,0,3,9,4,3,2.0,2,1,825000,9
1670,8000,1720,0,0,4,8,4,1,1.0,1,0,268500,6
1010,9600,1320,0,0,5,7,3,1,1.0,1,0,230000,6
3260,213444,3370,0,0,3,10,4,4,2.0,2,0,1340000,9
1430,9828,1430,0,0,3,7,2,1,1.0,1,1,245500,4
1280,7414,1820,0,0,3,7,3,3,1.0,1,1,440000,7
2180,6061,2060,0,0,4,8,4,1,2.0,1,0,571500,8
1830,8001,1670,0,0,3,7,3,1,2.0,2,0,182500,8
970,5600,1020,0,0,3,6,2,1,1.0,1,1,217000,4
1170,5120,1170,0,0,5,6,2,1,1.0,1,1,335000,3
1010,4320,1680,0,0,5,7,2,1,1.0,1,1,501000,2
1290,8000,2090,0,0,3,8,3,3,1.0,1,0,339950,7
1630,9450,1730,0,0,3,8,3,3,1.0,1,1,340000,6
1140,8417,2940,0,0,3,6,2,1,1.5,1,0,582500,5
860,8189,1180,0,0,3,6,2,1,1.0,1,1,298800,4
1340,7695,1900,0,0,3,8,6,4,1.0,1,0,317500,6
1550,5750,1740,0,2,5,7,4,3,1.5,1,1,598000,2
1640,2240,1640,0,0,3,8,2,1,2.0,1,1,375000,7
2550,7650,2550,0,2,4,9,4,1,2.0,2,1,465000,8
2507,14709,1520,0,0,3,8,3,1,2.0,2,0,551870,9
1920,8009,2310,0,0,3,8,3,1,2.0,1,0,295000,8
1640,7210,2070,0,0,3,8,4,3,1.0,1,0,263500,6
2630,8216,2340,0,0,5,8,4,3,2.0,1,1,1100000,5
1100,4501,980,0,0,5,6,2,1,1.5,1,1,300000,1
2190,4872,2030,0,0,3,8,4,4,1.5,1,1,780000,2
1590,7936,1590,0,0,3,7,3,1,1.0,1,1,325000,5
820,6550,1640,0,0,3,7,2,1,1.0,1,1,370000,4
1660,9875,2480,0,0,5,8,4,3,1.0,1,0,715000,6
1600,8306,1260,0,0,5,7,4,1,1.0,1,1,356000,3
1740,7350,1680,0,0,3,8,4,1,1.5,1,0,329950,6
1080,4300,1640,0,0,3,8,3,2,2.0,1,1,490000,7
1410,1253,1410,0,0,3,8,3,1,3.0,2,1,429000,9
1620,8120,1480,0,0,4,7,4,1,2.0,1,0,510000,7
2360,4080,2290,0,0,3,7,3,1,2.0,2,0,550000,9
1830,8012,1670,0,0,4,7,3,1,1.0,1,1,467500,5
1270,4180,1710,0,0,5,7,5,3,1.5,1,1,615000,2
990,11500,1300,0,0,4,6,2,1,1.0,1,0,325000,4
1010,4120,1200,0,0,3,6,2,1,2.0,1,0,219950,0
1720,8923,3200,0,0,4,7,3,1,1.0,1,0,950000,4
1630,3600,1710,0,0,4,8,3,1,1.5,1,1,925000,1
1060,8255,1260,0,0,3,7,4,2,1.0,1,1,251200,4
1610,5304,1060,0,0,4,6,3,1,1.0,1,0,215000,6
1180,8174,1790,0,0,4,7,3,3,1.0,1,0,245000,6
980,6431,1270,0,0,3,6,3,2,1.5,1,1,259000,1
1420,5600,1560,0,0,3,7,4,1,1.5,1,1,349950,2
5220,40609,4190,0,0,3,11,5,1,2.0,2,0,1570000,9
1020,4500,1300,0,0,3,7,2,2,1.0,1,1,600000,3
1170,1308,1290,0,0,3,8,2,1,3.0,2,1,405000,9
1860,9204,1530,0,0,3,8,3,1,2.0,1,0,625000,8
1620,87117,2190,0,0,3,7,4,1,1.5,1,0,430000,3
1280,1310,1300,0,0,3,8,3,1,3.0,2,1,533000,9
2750,9860,2750,0,0,3,10,4,1,2.0,2,0,1050000,8
710,5000,1960,0,0,3,5,3,3,1.0,1,1,230000,2
1010,7350,1490,0,0,5,7,4,3,1.0,1,0,275000,6
1100,3598,1240,0,0,4,7,2,1,1.0,1,1,403000,2
1720,70567,2740,0,2,5,7,3,1,1.0,1,0,550388,5
1240,9600,1640,0,0,3,7,3,1,1.0,1,0,415500,5
1110,4000,1890,0,0,4,7,3,4,1.0,1,1,913000,2
900,5876,1570,0,0,3,6,2,3,1.0,1,1,334998,3
1160,7800,1480,0,0,4,7,3,1,1.0,1,0,201500,5
3030,51450,3370,0,0,3,10,3,1,2.0,2,0,820000,8
890,7455,1630,0,0,3,7,3,1,1.0,1,1,371000,4
1240,7350,1610,0,0,5,7,4,3,1.0,1,0,229950,6
1240,7350,1610,0,0,5,7,4,3,1.0,1,0,344900,6
2060,7072,1240,0,0,3,8,3,1,2.0,1,1,840000,2
1380,10720,1600,0,0,4,7,3,1,1.0,1,0,285000,6
1230,7498,2260,0,0,3,7,4,3,1.0,1,1,475000,7
1460,7632,1460,0,0,3,6,2,1,1.0,1,1,420000,2
1710,5000,1920,0,2,3,7,3,3,1.5,1,1,685000,0
3590,54014,2790,0,0,3,10,4,1,2.0,2,0,879000,9
990,8775,1300,0,0,3,6,3,2,1.0,1,1,197200,3
1240,4900,1240,0,0,5,7,3,1,1.5,1,1,529950,0
4340,97138,2720,0,0,3,11,4,1,2.5,1,0,1090000,8
1570,3600,2070,0,0,3,8,3,1,2.0,1,1,792000,1
1680,9849,1680,0,0,4,7,3,1,2.0,1,0,262000,8
780,7680,1320,0,0,5,6,3,3,1.0,1,1,353900,2
1200,67082,1480,0,0,3,7,1,1,1.5,1,0,380000,7
1690,5175,1830,0,0,3,7,3,1,2.0,2,0,305000,9
1430,5060,1630,0,0,3,7,4,3,1.0,1,1,440000,8
2060,3060,1470,0,0,3,9,4,3,2.0,2,1,1010000,9
3610,7979,3610,0,0,3,8,5,1,2.0,2,0,549900,9
2620,212137,2060,0,0,3,8,4,1,2.0,1,0,678500,8
1160,9587,1290,0,0,3,7,3,3,1.0,1,1,270000,7
940,9046,1920,0,0,4,7,3,1,1.5,1,1,430000,4
3710,9194,4470,0,2,4,11,5,4,2.5,1,1,1930000,1
3350,5637,3625,0,0,3,9,4,1,2.0,3,0,790500,10
1570,7318,1620,0,0,3,8,3,1,2.0,1,0,447450,8
1630,3775,1470,0,0,3,7,3,3,1.0,1,1,375000,4
1950,9270,1920,0,0,4,7,4,1,1.0,1,0,565000,5
810,3888,1580,0,2,4,6,2,2,1.0,1,1,400000,1
1300,6700,1960,0,0,4,8,3,2,1.0,1,0,246000,6
1100,7402,1460,0,0,3,7,3,2,1.0,1,1,329922,6
2100,45870,3860,0,0,3,10,5,4,1.0,1,0,1250000,6
1210,7425,1260,0,0,4,6,3,1,1.0,1,1,375000,0
1230,9086,1380,0,0,3,7,3,3,1.0,1,1,385000,3
1140,4590,1600,0,0,4,7,4,3,1.5,1,1,591500,1
1350,11906,1790,0,0,4,7,4,4,1.0,1,0,255000,5
1350,8040,1510,0,0,3,7,3,1,1.0,1,0,275000,5
3120,5000,3200,0,0,3,9,4,1,2.0,2,0,800000,9
1140,9385,1320,0,0,3,7,2,1,1.0,1,1,327000,4
1220,12465,2170,0,1,4,7,4,4,1.0,1,1,355000,4
780,7651,1340,0,0,4,6,2,2,1.0,1,1,310000,4
2880,8029,3170,0,0,4,8,5,4,2.0,1,0,869000,7
1200,6384,1190,0,0,5,7,3,1,1.0,1,1,272000,3
3320,55322,1580,0,0,3,9,5,1,2.0,2,0,665000,9
1590,7172,1750,0,0,3,7,3,1,2.0,1,0,225000,8
2750,40091,2700,0,0,3,9,3,1,2.0,1,0,375000,8
1530,7216,2150,0,0,3,8,3,1,1.0,1,1,375500,6
920,5750,1570,0,0,3,7,3,3,1.0,1,1,550000,4
1220,6784,1470,0,0,3,7,3,2,1.0,1,1,248000,4
1220,6784,1470,0,0,3,7,3,2,1.0,1,1,546940,4
3150,6986,3150,0,0,3,9,4,1,2.0,2,0,680000,9
2380,6097,2170,0,0,3,8,4,1,2.0,2,0,350000,8
1810,5650,1970,0,1,3,8,2,2,3.0,1,1,593000,8
1140,8148,1260,0,0,3,7,2,1,1.0,1,1,390000,5
1340,196591,1660,0,0,4,7,3,1,1.0,1,0,297000,2
1450,10636,1440,0,0,4,7,2,1,1.0,1,1,355000,5
2020,10939,1680,0,0,3,7,3,1,2.0,1,0,309900,7
1810,9916,1720,0,0,3,7,3,1,2.0,1,0,257000,8
3600,10400,2620,0,0,4,9,4,1,2.0,1,0,1700000,5
1260,3825,1590,0,0,3,7,3,1,2.0,1,1,300000,7
1560,1728,1560,0,0,3,8,3,1,3.0,3,1,500000,10
2010,3737,1560,0,0,3,8,8,4,1.0,1,1,900000,6
3150,6228,2970,0,0,3,9,4,1,2.0,2,0,695000,9
1680,6982,1680,0,0,3,7,4,1,2.0,2,0,213400,9
1020,8531,1620,0,0,3,7,2,2,1.0,1,1,425000,3
1570,45901,2260,0,0,4,9,3,4,2.0,1,0,420000,7
1080,4000,1620,0,0,3,7,1,1,1.5,1,1,411000,4
3130,54886,3130,0,0,3,9,4,1,2.0,1,0,762500,7
4850,13503,1640,0,0,3,10,5,1,2.0,2,0,569950,9
1220,8500,1460,0,0,5,6,4,1,1.5,1,1,258000,1
1780,3669,1770,0,0,3,8,3,1,2.0,2,0,499000,9
1250,10723,1520,0,0,4,7,3,1,1.0,1,0,310000,5
1350,1227,1390,0,0,3,8,2,2,3.0,2,1,398500,9
1120,9591,1830,0,0,3,7,4,3,1.0,1,0,250600,7
1420,7627,1670,0,0,3,7,4,4,1.0,1,0,352000,7
940,5400,2700,0,1,3,7,2,2,1.0,1,1,600000,0
1170,4080,1860,0,0,4,7,3,4,1.0,1,1,645000,4
1770,5100,2080,0,0,3,7,4,1,2.0,2,0,291500,9
2150,12508,2150,0,0,4,8,4,2,1.0,1,0,350000,3
1080,6440,1220,0,0,3,7,3,2,1.0,1,0,279000,6
820,5632,1370,0,0,3,6,2,1,1.0,1,1,320000,3
1580,4770,1560,0,0,3,8,2,1,1.0,2,0,495000,9
1450,38159,2000,0,0,3,7,4,3,1.0,1,0,490000,8
2160,4265,1450,0,2,4,8,5,1,1.5,1,1,770000,2
1770,24534,2300,0,0,3,8,3,1,1.0,1,0,215000,5
3580,60548,2880,0,0,3,9,3,1,1.5,2,0,665000,9
1190,8100,1660,0,0,3,7,3,3,1.0,1,1,423500,7
1910,1310,1280,0,0,3,9,3,1,1.5,1,1,850000,0
910,6232,1070,0,0,3,6,2,1,1.0,1,1,155000,3
1460,7519,1850,0,0,3,7,3,1,1.0,1,0,505000,5
3310,5270,3310,0,0,3,9,3,1,2.0,2,0,780000,9
1630,17859,1620,0,0,3,7,3,1,1.0,1,0,165000,6
1330,6000,1750,0,0,5,8,2,3,1.0,1,1,707000,6
1220,1546,1220,0,0,3,8,3,1,3.0,2,1,497000,9
1070,8088,1660,0,2,3,7,4,3,1.0,1,1,349170,4
1300,10050,1730,0,0,3,7,4,1,1.5,1,0,287000,5
3220,22114,4200,0,0,3,10,4,1,1.0,1,0,2380000,6
1670,9048,2140,0,0,5,8,4,3,1.0,1,0,645000,5
2240,11644,2180,0,0,3,7,5,1,2.0,1,0,238000,8
2240,11644,2180,0,0,3,7,5,1,2.0,1,0,328000,8
700,1281,1370,0,0,3,8,2,2,2.0,2,1,365000,9
1380,8147,1360,0,0,4,7,3,1,1.0,1,1,380000,4
1680,10264,1830,0,0,3,7,4,1,2.0,1,0,525000,5
1650,5100,2000,0,0,5,7,4,2,2.0,1,1,402000,2
860,9542,1590,0,0,3,7,2,3,1.0,1,0,308000,6
1960,5178,2320,0,0,3,7,3,1,2.0,2,0,405000,9
2590,28456,2340,0,0,3,8,3,1,1.0,1,1,808000,4
3790,6535,3370,0,0,3,9,4,1,2.5,2,0,875000,9
2370,41553,2590,0,0,4,8,3,1,3.0,1,0,860000,7
1300,7200,1930,0,0,3,8,4,3,1.0,1,1,367500,5
1290,11656,2020,0,0,3,8,6,4,1.0,1,0,604000,7
890,9800,1270,0,0,3,6,2,1,1.0,1,0,230000,3
1410,8100,2060,0,0,3,7,4,3,1.0,1,1,435000,7
1970,5361,1970,0,0,3,7,4,1,2.0,2,0,347500,9
1030,9698,1560,0,2,3,7,4,3,1.0,1,0,525000,7
1480,7525,1520,0,0,4,7,2,1,1.0,1,1,280000,3
1480,7525,1520,0,0,4,7,2,1,1.0,1,1,490000,3
1430,5900,1030,0,0,5,6,4,1,1.0,1,0,265000,3
2000,18295,2720,0,0,4,8,4,3,1.0,1,0,645000,7
1750,30472,2040,0,0,4,8,3,3,1.0,1,0,390000,5
1120,7688,1530,0,0,3,7,3,2,1.0,1,0,267500,7
5844,10766,3413,0,1,3,11,4,1,2.0,2,0,1280000,9
960,9044,1840,0,0,3,7,4,3,1.0,1,0,404000,5
2530,10172,2480,0,0,3,8,3,1,2.0,1,0,380000,8
1810,9900,2710,0,0,4,9,4,4,1.0,1,0,812500,7
1020,5940,1070,0,0,5,7,3,1,1.0,1,0,265000,5
1390,7725,2450,0,0,5,8,5,4,1.0,1,0,480000,6
710,5250,900,0,0,3,6,1,1,1.0,1,1,264000,3
5530,44417,3800,0,2,3,10,5,1,1.5,1,0,1350000,6
1110,9000,2040,0,0,4,7,4,4,1.0,1,0,550000,5
880,4440,1220,0,0,3,7,2,1,1.5,1,1,615000,2
1630,26000,2260,0,0,3,8,3,1,1.0,1,0,464000,6
1380,32500,2350,0,0,3,8,3,1,2.0,1,0,365000,6
1680,9800,2260,0,0,3,8,4,4,1.0,1,0,490000,6
2070,7210,2080,0,0,4,8,4,1,2.0,1,0,280927,6
830,6040,1340,0,0,4,6,2,1,1.0,1,1,282613,4
2770,15886,3290,0,0,3,10,3,1,2.0,1,1,675000,7
1440,8396,2280,0,0,3,8,4,3,1.0,1,0,575550,7
1490,7366,1540,0,0,4,7,3,1,1.0,1,0,259900,8
2120,7746,2150,0,0,3,8,4,1,2.0,2,0,450000,8
2810,6140,2850,0,0,3,9,4,1,2.0,3,0,487500,10
2400,12100,1610,0,0,4,7,4,1,2.0,1,0,275000,6
2460,5000,2740,0,0,3,8,3,1,2.0,2,0,305000,9
2030,216057,2570,0,2,4,8,3,1,1.0,1,0,395000,6
880,7566,1020,0,2,4,6,3,1,1.0,1,0,215000,3
1320,4000,1620,0,0,4,7,3,1,1.5,1,1,410000,1
1390,9900,2190,0,0,4,7,4,3,1.0,1,1,440000,6
4190,10113,3300,0,2,3,11,4,1,2.0,1,0,1160000,8
2280,7620,1100,0,0,4,7,4,1,1.0,1,1,500000,5
2590,3060,1390,0,0,3,8,5,1,2.0,1,1,961000,0
2770,9340,3010,0,0,4,9,4,1,2.0,1,0,825000,7
2145,3840,1140,0,0,5,8,3,1,1.5,1,1,734000,0
3680,6070,2190,0,0,3,7,4,3,2.0,2,0,490000,9
1780,6000,1630,0,0,3,7,4,1,2.0,1,1,175000,8
720,4860,1240,0,0,3,6,1,1,1.0,1,1,190000,1
2050,7400,1620,0,0,4,7,4,1,2.0,1,0,305000,7
1680,10080,2300,0,3,5,8,3,2,1.0,1,1,1300000,3
920,5944,1510,0,0,3,6,2,1,1.0,1,1,417000,1
680,4175,1070,0,0,2,5,2,1,1.0,1,1,275000,0
1940,8514,2070,0,0,3,8,3,1,2.0,1,0,661000,8
1320,9600,2100,0,0,3,8,4,3,1.0,2,1,435000,8
1910,10690,2400,0,1,3,8,5,4,1.0,1,0,788000,6
4010,13917,3550,0,1,3,10,5,4,2.0,1,0,1800000,6
2320,5647,1560,0,0,3,7,5,3,1.5,1,1,408000,0
1490,3760,1458,0,0,4,8,2,2,1.5,1,1,570000,1
2120,6735,2470,0,1,3,9,5,3,2.0,1,1,1540000,4
840,5510,1630,0,0,3,7,2,1,1.0,1,1,400000,4
1820,8320,2210,0,0,4,8,3,1,1.0,1,0,247000,7
1100,7440,1560,0,0,3,7,3,2,1.0,1,1,453000,4
650,1514,1270,0,0,4,6,2,3,1.0,1,1,235000,2
1620,4830,1760,0,3,5,7,4,3,1.5,1,1,675000,1
1080,5107,1170,0,0,5,6,3,4,1.0,1,1,516200,1
920,91476,1746,0,0,3,6,1,1,1.5,2,0,650000,8
1000,7670,1490,0,0,4,7,3,3,1.0,1,0,257100,4
1440,4560,1510,0,0,3,8,2,1,1.0,2,0,457000,9
1060,3478,1610,0,0,4,7,3,3,1.5,1,1,540000,2
1970,8400,1970,0,0,4,8,3,1,1.0,1,0,268000,5
1150,7350,1350,0,0,3,7,3,1,1.0,1,0,300000,5
1590,11250,1960,0,0,4,8,2,3,1.0,1,0,380000,6
3580,35943,3090,0,0,3,9,3,1,1.5,1,0,725000,8
1000,25927,2450,0,0,3,7,3,1,1.0,1,0,249000,6
1400,9458,1680,0,0,3,7,5,2,1.0,1,1,274000,2
3950,10998,3000,0,0,3,10,4,1,2.0,2,0,1780000,9
1350,7402,1710,0,0,3,8,3,4,1.0,1,1,396500,4
1240,7800,1400,0,0,4,7,2,3,1.0,1,1,460000,5
1100,8040,1570,0,0,4,7,3,1,1.0,1,1,277000,5
1270,6642,1760,0,0,3,7,6,4,1.0,2,1,449500,8
1540,4560,1640,0,0,3,7,4,3,1.5,1,1,785950,2
1440,9775,2830,0,2,3,8,3,3,1.0,1,0,545000,6
1360,9685,1390,0,0,4,7,3,1,1.0,1,0,244000,7
1660,2624,1740,0,0,3,7,3,1,2.0,1,0,165000,7
800,5000,1410,0,0,3,7,2,1,1.0,1,1,435000,0
2670,10854,2740,0,0,3,10,3,1,1.0,1,0,642000,7
1720,5544,1720,0,0,3,7,3,1,2.0,2,1,340000,8
3550,35711,3350,0,0,4,9,4,1,2.0,1,0,730000,8
800,3773,2270,0,0,5,7,3,3,1.0,1,1,563250,7
2820,48351,2820,0,0,3,8,5,1,2.0,1,0,675000,7
1280,5100,1880,0,0,3,8,3,2,1.0,1,1,620000,4
950,5000,1290,0,0,3,7,2,2,1.0,1,1,275000,5
1830,12000,2150,0,0,3,7,3,1,1.0,1,0,270000,3
2040,5782,2420,0,0,3,8,4,1,2.0,2,0,325000,9
1600,2236,1770,0,0,3,7,4,2,2.0,2,0,476100,9
1300,15000,2420,0,0,4,8,2,1,1.0,1,0,700000,5
1620,5200,1500,0,0,4,7,4,1,1.5,1,0,220000,7
1560,10919,1730,0,0,3,7,3,1,1.0,1,0,236000,6
1700,4750,2380,0,0,4,9,3,3,1.0,1,1,790000,4
1210,6000,2460,0,0,3,7,3,3,1.0,1,1,350000,6
780,5300,780,0,0,3,6,2,1,1.0,1,1,130000,3
1982,6501,2340,0,0,3,8,4,1,2.0,2,0,283200,9
890,6250,1210,0,0,3,6,3,3,1.0,1,1,273000,4
1330,8870,2460,0,0,4,8,5,4,1.0,1,0,599000,6
1510,12746,2680,0,3,3,8,4,4,1.0,1,0,460000,5
4910,39066,3320,0,0,4,10,4,3,2.0,2,0,1160000,8
860,8750,1790,0,0,3,7,4,3,1.0,1,0,385000,6
1420,6600,1290,0,0,3,6,3,1,1.5,1,1,264250,3
1640,5400,1760,0,0,3,8,3,2,3.0,2,1,608000,9
2790,37834,2550,0,0,4,9,3,1,2.0,1,0,450000,7
2360,4800,2260,0,0,3,9,3,1,2.0,1,1,1760000,0
1890,6050,1170,0,0,4,7,5,1,2.0,1,1,339950,3
3810,5125,1830,0,0,4,8,6,1,2.0,1,1,760000,6
860,5363,1664,0,0,3,7,2,2,1.0,1,1,350000,3
2320,26112,2400,0,2,4,8,3,1,1.0,1,0,541500,5
1910,9532,2550,0,0,4,7,6,4,1.0,1,0,730000,5
980,5302,1840,0,0,2,6,3,1,1.0,1,1,215000,4
1640,10165,1680,0,0,4,7,3,1,1.0,1,0,420000,6
1440,8978,2180,0,0,3,8,4,3,1.0,1,0,655000,7
1500,7417,1610,0,0,4,7,3,1,2.0,1,0,240000,7
1260,6000,1720,0,0,5,7,4,4,1.0,1,1,730000,3
1940,12100,1380,0,0,3,7,4,1,1.0,1,0,390000,5
1280,10000,1240,0,0,4,7,3,1,1.0,1,0,473000,4
3630,5400,1620,0,0,3,10,4,1,2.0,1,0,698000,6
1820,5002,2720,0,0,3,9,3,1,2.0,2,0,511000,9
960,1668,1290,0,0,3,7,2,1,2.0,1,1,358000,8
1060,7245,1630,0,0,4,7,3,3,1.0,1,0,499990,4
1360,10200,1940,0,0,3,7,4,3,1.0,1,1,322000,5
980,9682,1580,0,0,3,7,3,1,1.0,1,0,201000,6
2570,13200,2530,0,1,3,9,4,3,1.0,1,1,765000,7
1710,5750,1640,0,0,5,9,4,4,1.5,1,1,920000,2
860,7199,1410,0,0,4,7,4,3,1.0,1,1,360000,6
1980,8305,2080,0,0,3,8,3,1,2.0,1,0,297300,7
860,13009,2136,0,0,4,6,3,1,1.0,1,0,399000,3
1430,8822,1720,0,0,4,7,3,1,1.5,1,1,400000,4
1260,10640,1190,0,0,4,6,3,1,1.0,1,0,230000,5
960,4800,970,0,0,4,7,3,1,1.0,1,1,290000,6
2060,7299,2250,0,0,3,8,3,1,2.0,2,0,323800,9
