sqft_above,sqft_lot15,sqft_living15,id,waterfront,view,condition,grade,bedrooms,sqft_basement_cat,floors,yr_built_cat,zip,id,price
1210,7440,1120,7568700175,0,0,3,7,3,1,1.0,1,1,7568700175,324950
1240,26337,2010,3410600100,0,0,5,7,2,3,1.0,1,0,3410600100,345000
1490,9000,1490,923049378,0,0,4,7,3,1,1.0,1,1,923049378,207000
1240,5700,1140,420000085,0,0,5,6,3,1,1.5,1,0,420000085,238000
2632,14171,1970,2817210210,0,3,3,10,3,1,2.0,2,0,2817210210,695000
2150,10507,2540,2141340040,0,0,4,9,3,1,2.0,1,0,2141340040,649950
1010,8951,1960,714000315,0,0,3,7,3,3,1.0,1,1,714000315,515000
1530,2136,1450,263000040,0,0,3,7,3,1,2.0,2,1,263000040,452000
1630,4590,1270,1721801161,0,0,3,7,4,1,2.0,2,1,1721801161,236000
3210,12114,4080,4139490210,0,2,3,12,4,3,2.0,2,0,4139490210,1290000
1500,15251,2210,6790900110,0,0,4,8,3,3,1.0,1,0,6790900110,563000
1000,12635,1260,1775800220,0,0,4,7,3,1,1.0,1,0,1775800220,410988
3180,12861,3070,4141000490,0,0,4,11,4,1,2.0,1,0,4141000490,1200000
2170,8616,2280,8078100120,0,0,3,8,4,1,2.0,1,0,8078100120,340000
3020,7553,2120,3034200666,0,0,5,9,4,1,1.0,1,1,3034200666,808100
1330,6144,1330,8892900210,0,0,3,7,3,1,1.0,2,0,8892900210,236000
1720,8300,1840,7399000360,0,0,4,8,4,1,1.0,1,0,7399000360,330000
1820,5461,1520,3491300082,0,0,5,8,4,3,2.0,1,1,3491300082,799990
1410,24941,1610,323059146,0,0,5,7,3,1,1.0,1,0,323059146,343000
1270,7682,1700,1079350090,0,0,3,7,3,2,1.0,1,0,1079350090,332000
4380,14633,4310,98000740,0,0,3,11,5,1,2.0,2,0,98000740,945000
1140,7200,960,5126400150,0,0,5,6,3,1,1.0,1,0,5126400150,239950
1250,5000,1720,8815400165,0,0,4,7,5,3,1.5,1,1,8815400165,674000
1050,5200,1050,421000555,0,0,4,6,3,1,1.0,1,0,421000555,200000
1600,8120,1970,686300930,0,0,3,8,3,1,1.0,1,0,686300930,453000
1430,8154,1250,2744600040,0,0,3,7,3,1,1.0,1,1,2744600040,330000
1996,5127,2180,3832070040,0,0,3,7,4,1,2.0,2,0,3832070040,285000
910,8152,1310,7305300090,0,0,5,6,4,3,1.0,1,1,7305300090,338000
1000,6000,1250,7452500730,0,0,3,6,2,1,1.0,1,1,7452500730,264950
1350,12150,2960,1824059079,0,0,5,8,4,4,1.0,1,0,1824059079,880000
970,5488,1040,3438503426,0,0,3,7,3,1,1.0,1,1,3438503426,209500
1310,8249,1330,8948500025,0,0,4,7,4,4,1.0,1,0,8948500025,380000
1830,8709,2320,1722059021,0,0,3,7,3,1,1.0,1,0,1722059021,336500
1290,9682,2250,8899210090,0,0,3,7,3,3,1.0,1,0,8899210090,360000
3330,28707,2580,4019300155,0,0,5,8,4,1,2.0,1,1,4019300155,911100
560,7560,990,4364700165,0,0,3,6,2,1,1.0,1,1,4364700165,249900
1210,8291,1210,796000085,0,0,3,7,4,1,1.0,1,1,796000085,175000
2380,5000,2270,7987401095,0,3,3,9,3,1,3.0,1,1,7987401095,549950
1370,14250,1580,1237500540,0,0,4,6,3,1,1.0,1,0,1237500540,225000
1370,14250,1580,1237500540,0,0,4,6,3,1,1.0,1,0,1237500540,270000
1740,11778,1720,3649100304,0,0,3,8,3,1,2.0,1,0,3649100304,400000
790,5320,1430,7400062,0,0,4,6,2,1,1.0,1,1,7400062,299800
2480,9496,2540,6388910730,0,0,4,8,3,1,2.0,1,0,6388910730,555000
1920,7252,1930,7882900120,0,0,3,8,3,1,2.0,1,0,7882900120,230000
2750,6824,2810,1865000040,0,0,3,9,4,1,2.0,2,0,1865000040,360000
880,6000,1880,6821100246,0,0,3,7,2,1,1.0,1,1,6821100246,415000
1660,8200,2350,8731981500,0,0,4,9,4,3,1.0,1,0,8731981500,355000
2570,29761,2500,6979910120,0,0,3,8,4,1,2.0,2,0,6979910120,635000
1100,6837,1340,2123700100,0,0,5,7,5,4,1.0,1,1,2123700100,353000
3150,12054,2390,3425059141,0,0,3,9,7,1,1.0,1,0,3425059141,999000
1270,7875,1320,3876600120,0,0,4,7,3,3,1.0,1,0,3876600120,265000
1910,8250,1500,4038000040,0,0,4,7,4,1,1.0,1,0,4038000040,250000
1170,7615,1170,6668900155,0,0,3,7,2,1,1.0,1,1,6668900155,225000
900,5000,1280,8132700150,0,0,3,7,2,1,1.0,1,1,8132700150,553000
1400,9880,1960,4038800580,0,0,3,7,5,4,1.0,1,0,4038800580,565000
980,5150,1660,3331001910,0,0,3,6,2,2,1.0,1,1,3331001910,312000
2630,210394,2630,2726079103,0,0,3,9,3,1,2.0,1,0,2726079103,475000
1340,7750,2260,7212651210,0,0,3,8,4,3,1.0,1,0,7212651210,320000
1430,11100,1890,2026059119,0,0,4,7,3,1,1.0,1,0,2026059119,453000
960,4120,1250,3330501120,0,0,4,6,3,1,1.0,1,1,3330501120,320000
1440,6000,2610,1250202324,0,2,3,8,4,4,1.0,1,1,1250202324,610000
1490,10469,1960,3815500035,0,0,4,8,3,1,1.0,1,0,3815500035,385000
1210,8025,1310,5706600150,0,0,4,6,3,1,1.0,1,0,5706600150,215000
1860,5800,1680,8005100540,0,0,5,8,4,1,1.5,1,0,8005100540,215000
1980,4394,2000,293720180,0,0,3,7,3,1,2.0,2,0,293720180,415000
900,6380,1830,5101405604,0,0,3,6,1,1,1.0,1,1,5101405604,350000
900,6380,1830,5101405604,0,0,3,6,1,1,1.0,1,1,5101405604,395000
1490,9869,2280,2387000110,0,0,4,7,2,1,1.0,1,0,2387000110,898000
2980,5267,3010,7238000330,0,0,3,8,3,1,2.0,2,0,7238000330,480000
1870,1369,1640,3879901295,0,3,3,9,3,3,3.0,2,1,3879901295,1240000
2790,217800,1590,326069131,0,0,3,8,4,1,2.0,1,0,326069131,599000
2800,8165,2780,629811340,0,0,3,9,4,1,2.0,2,0,629811340,770000
1590,12005,2470,9808700650,0,0,4,8,3,1,2.0,1,0,9808700650,1210000
2080,12150,2300,8964800755,0,0,4,9,4,4,1.0,1,0,8964800755,1590000
2130,43560,2860,1126059095,0,0,4,8,3,1,1.0,1,0,1126059095,880000
1510,7620,1050,1899400365,0,0,3,6,3,1,1.0,1,1,1899400365,332000
1750,7590,1810,259800410,0,0,3,7,3,1,1.0,1,0,259800410,445000
4010,209523,2451,3523069047,0,0,3,10,4,1,2.0,2,0,3523069047,849000
1650,2970,1670,6852700476,0,0,3,7,4,1,1.5,1,1,6852700476,752000
4050,3866,1448,424049043,0,0,3,7,9,1,2.0,2,1,424049043,450000
1320,5250,1480,7646900360,0,0,3,7,3,1,1.0,1,1,7646900360,420000
2310,6181,1850,2991000220,0,0,3,8,4,1,2.0,2,0,2991000220,330000
1440,8812,1990,3034200366,0,0,4,8,3,1,1.0,1,1,3034200366,409000
1180,10010,1690,5127000410,0,0,4,7,5,4,1.0,1,0,5127000410,350000
2430,46924,2200,2826079101,0,0,3,8,4,1,1.0,1,0,2826079101,570000
1390,7090,1320,3972900195,0,0,3,7,3,1,1.0,1,1,3972900195,315000
1060,15000,1350,8018600870,0,0,3,6,2,2,1.0,1,1,8018600870,224000
1370,11337,1730,257000038,0,0,3,7,4,3,1.0,1,1,257000038,293550
1340,3175,1260,7981900110,0,0,3,6,4,3,1.5,1,1,7981900110,350000
3320,11779,2870,8965500880,0,3,3,10,4,1,2.0,1,0,8965500880,1110000
2400,8310,2350,5253300437,0,0,3,7,4,1,2.0,2,1,5253300437,442500
3240,123275,3240,2523069172,0,0,3,9,3,2,1.0,1,0,2523069172,616500
1700,8809,2430,6388910360,0,0,3,8,3,2,1.0,1,0,6388910360,506400
1550,4621,1620,7326200110,0,0,3,7,3,1,2.0,2,0,7326200110,324000
1570,6450,1400,3701900085,0,0,4,6,3,1,1.5,1,0,3701900085,169000
750,4000,1250,9376301520,0,0,4,7,3,3,1.0,1,1,9376301520,595000
2720,6537,2760,2111000580,0,0,3,7,3,1,2.0,2,0,2111000580,299900
1380,7455,2150,8645510230,0,0,3,7,3,3,1.0,1,0,8645510230,332000
1600,8400,1850,6204410330,0,0,3,7,4,3,1.0,1,0,6204410330,432000
1740,10454,3050,8159300040,0,2,3,9,4,3,1.0,2,1,8159300040,510000
1540,7200,1720,8091410530,0,0,4,7,3,1,2.0,1,0,8091410530,270000
3120,17003,3390,8653600100,0,4,3,11,5,1,2.0,1,0,8653600100,750000
930,3780,1000,9550202730,0,0,3,7,2,3,1.0,1,1,9550202730,509250
860,5200,1010,8651410740,0,0,5,6,3,1,1.0,1,0,8651410740,189000
2180,4550,1710,225039177,0,0,3,8,4,1,2.0,2,1,225039177,726500
1300,9670,1480,6082400191,0,0,5,7,3,1,1.5,1,1,6082400191,287000
3420,49223,3580,3622069095,0,0,3,9,4,1,2.0,2,0,3622069095,679000
1570,9477,2130,6666860210,0,0,3,8,3,3,1.0,1,0,6666860210,316000
2300,21886,2640,8161000230,0,0,4,8,4,1,2.0,1,0,8161000230,498000
1480,8450,2320,7214820610,0,0,3,7,4,4,1.0,1,0,7214820610,448000
1040,7020,2080,434000040,0,0,3,7,2,1,1.0,1,1,434000040,535000
3080,9375,3200,8914200220,0,1,3,10,4,1,2.0,1,0,8914200220,560000
1610,10290,2470,6072760210,0,0,4,8,4,4,1.0,1,0,6072760210,437850
2720,36036,2780,9485950040,0,0,4,8,4,3,2.0,1,0,9485950040,435000
2610,8031,2320,4027700456,0,0,3,8,4,1,2.0,2,1,4027700456,510000
2460,21407,2770,1023059365,0,0,4,8,3,1,2.0,1,0,1023059365,520000
1930,3576,1840,8944600620,0,0,3,8,2,1,2.0,1,0,8944600620,509000
1220,2467,1490,2997800090,0,0,3,6,3,1,1.0,1,1,2997800090,575000
1330,7560,1980,2787700150,0,0,5,7,4,3,1.0,1,0,2787700150,365000
1500,17859,2955,4055701110,0,1,5,9,3,3,1.0,1,0,4055701110,795000
1870,4060,2190,2517000790,0,0,3,7,3,1,2.0,2,0,2517000790,285000
2720,43560,3910,2125059124,0,0,3,10,3,2,2.0,1,0,2125059124,955000
2050,7440,2880,7284900405,0,4,3,8,4,3,2.0,1,1,7284900405,775000
1810,5161,1670,3937900120,0,0,4,7,4,1,2.0,2,1,3937900120,400000
2590,8717,2660,200520120,0,0,3,9,4,1,2.0,1,0,200520120,570000
3830,6723,3950,7203220360,0,0,3,9,5,1,2.0,3,0,7203220360,955990
2260,21512,2770,3425059219,0,0,3,10,3,3,1.0,2,0,3425059219,1150000
2120,13144,2550,5469502170,0,0,4,9,4,3,1.0,1,0,5469502170,459950
1220,8382,1100,6303401395,0,0,3,6,2,1,1.0,1,1,6303401395,245000
1280,1422,1420,8822901301,0,0,3,7,3,1,3.0,2,1,8822901301,281000
770,10500,950,6730700385,0,0,3,4,3,1,1.0,1,0,6730700385,205000
1520,18618,1580,4396000530,0,0,4,7,3,1,1.0,1,0,4396000530,290000
2080,7928,1390,4077800590,0,0,5,8,4,1,1.0,1,1,4077800590,635000
570,6000,1530,2461900845,0,0,2,5,1,1,1.0,1,1,2461900845,310000
830,3706,1560,5366200330,0,0,3,7,4,3,1.0,1,1,5366200330,470000
2510,13594,3080,6899990230,0,0,3,10,2,1,2.0,1,0,6899990230,600000
1980,10125,1520,7950700120,0,0,3,7,4,1,1.0,1,0,7950700120,279000
2500,4205,2420,7852090180,0,0,3,8,3,1,2.0,2,0,7852090180,538500
2720,10759,2720,3066410850,0,0,3,9,4,1,2.0,1,0,3066410850,594950
910,48351,2050,2422059015,0,0,3,5,2,1,1.0,1,0,2422059015,533050
1480,7810,2040,7436500360,0,0,3,7,3,1,1.0,1,0,7436500360,510000
1270,7350,1900,984210590,0,0,4,7,4,4,1.0,1,0,984210590,360000
1090,6947,1300,8024202350,0,0,3,7,2,3,1.0,1,1,8024202350,435000
1700,6000,1880,6392002020,0,0,3,8,3,1,1.0,1,1,6392002020,559000
1995,29375,2142,6398000191,0,1,4,8,2,1,1.5,1,0,6398000191,645000
640,15884,1630,3904100065,0,0,4,6,2,3,1.0,1,1,3904100065,340000
2980,7700,2920,5535600150,0,0,3,9,4,1,2.0,2,0,5535600150,565000
1480,6131,1730,8024200820,0,0,3,7,3,2,1.0,1,1,8024200820,575700
1840,2890,1840,9301300215,0,2,3,10,3,3,2.0,2,1,9301300215,1010000
2320,72055,2200,1122069006,0,0,3,8,3,2,1.0,2,0,1122069006,540500
900,8832,1220,5379801972,0,0,5,7,5,3,1.0,1,1,5379801972,265000
1180,7830,2390,4077800088,0,1,5,7,4,3,1.0,1,1,4077800088,699950
550,23958,2020,1823069059,0,0,4,4,1,2,1.0,1,0,1823069059,355000
1460,11407,1470,7979900215,0,0,3,7,3,1,1.0,1,1,7979900215,381000
1220,6670,1720,5101404444,0,2,3,8,5,3,1.0,1,1,5101404444,564000
740,6957,980,892000025,0,0,3,6,2,1,1.0,1,1,892000025,114975
410,8636,1190,6303400395,0,0,2,4,1,1,1.0,1,1,6303400395,325000
1570,46119,1660,2320069189,0,3,4,7,2,1,1.0,1,0,2320069189,299990
2860,6442,3150,2568200610,0,0,3,9,5,1,2.0,2,0,2568200610,751000
1400,8140,1800,6073230230,0,0,3,8,3,1,2.0,1,0,6073230230,425000
1560,5000,3010,1024049006,0,2,3,8,3,4,1.0,1,1,1024049006,665000
3330,115434,2670,823069044,0,4,3,9,5,4,2.0,2,0,823069044,833450
2320,9000,2030,2926049086,0,0,4,8,7,2,1.5,1,1,2926049086,575000
1520,10183,1590,5127001320,0,0,4,7,3,1,1.0,1,0,5127001320,190000
1520,10183,1590,5127001320,0,0,4,7,3,1,1.0,1,0,5127001320,314950
1120,5160,1260,1994200375,0,0,5,7,2,3,1.0,1,1,1994200375,601150
860,8308,1200,7100000035,0,0,3,7,2,1,1.0,1,1,7100000035,315000
1280,8100,1490,6329000705,0,0,4,7,2,4,1.0,1,1,6329000705,545000
2110,8252,2220,7524950870,0,0,4,8,4,1,2.0,1,0,7524950870,565000
1010,10994,1440,9564800145,0,0,3,7,3,1,1.0,1,0,9564800145,175000
2330,20037,2030,2077700042,0,0,3,8,3,1,2.5,1,0,2077700042,530000
6430,14592,3720,3835500195,0,0,3,12,4,1,2.0,2,0,3835500195,4490000
1310,7700,2210,259000100,0,0,4,8,3,2,1.0,1,1,259000100,430000
1460,7803,1220,1796360870,0,0,4,7,3,1,1.0,1,0,1796360870,225000
1950,8000,1360,923049440,0,0,4,7,5,3,2.0,1,1,923049440,312000
1260,7606,1760,9144100298,0,0,3,7,3,1,1.0,1,1,9144100298,380000
1210,10959,1620,3223049158,0,0,3,7,2,1,1.0,1,1,3223049158,222200
3420,8000,1900,5456000025,0,0,3,10,5,1,2.0,2,0,5456000025,1440000
2120,5506,2370,3558000120,0,0,3,7,4,1,2.0,2,0,3558000120,329950
2460,5250,2410,6133100120,0,0,3,10,3,1,1.0,1,1,6133100120,995000
3790,10989,3620,5608000590,0,0,3,11,3,1,2.0,1,0,5608000590,929950
2350,10441,2700,8651480090,0,0,3,10,4,1,1.0,1,0,8651480090,692000
620,2475,1290,2768301490,0,0,5,6,2,1,1.0,1,1,2768301490,402000
1340,58806,2540,3325069060,0,0,4,7,3,3,1.0,1,0,3325069060,510000
1050,8498,1050,8802400411,0,0,4,7,3,1,1.0,1,0,8802400411,249000
1360,9750,1360,2953000090,0,0,4,7,3,1,1.0,1,0,2953000090,244900
1180,7068,1180,7657600025,0,0,3,6,3,1,1.0,1,1,7657600025,289900
1170,7980,1570,8118600025,0,0,4,7,4,2,1.0,1,1,8118600025,552500
3300,144696,3030,326069118,0,0,3,8,4,1,2.0,1,0,326069118,760000
750,4125,2090,2902200838,0,0,3,7,2,2,2.0,2,1,2902200838,440000
1090,21141,1520,798000062,0,0,3,7,3,3,1.0,1,1,798000062,286000
800,4440,940,3298700941,0,0,3,6,3,2,1.0,1,1,3298700941,260000
1330,10310,1390,114100155,0,0,3,8,2,1,2.0,1,0,114100155,355000
1570,13243,2120,5151600360,0,0,4,8,3,1,1.0,1,0,5151600360,318000
1610,28400,2100,523049106,0,0,3,7,2,1,1.0,1,1,523049106,255000
1100,18694,1530,3751600025,0,0,3,7,3,1,1.0,1,0,3751600025,139000
1810,7274,1460,6918730230,0,0,5,7,4,1,2.0,1,0,6918730230,485000
2440,438213,2700,3226079059,0,0,3,8,3,2,2.0,2,0,3226079059,549950
1780,3333,1380,9521100880,0,0,4,8,3,1,1.5,1,1,9521100880,588000
1950,5814,1890,425049146,0,0,5,8,3,4,1.5,1,1,425049146,975000
1540,1827,1540,3630010040,0,0,3,8,3,1,2.0,2,0,3630010040,402000
1380,6250,1200,6620400025,0,0,3,7,3,1,1.0,1,1,6620400025,245000
1890,40180,1890,8886000021,0,3,3,8,3,1,1.5,1,0,8886000021,445000
1570,8844,1650,766800090,0,0,3,7,3,1,1.0,1,0,766800090,195000
1480,12000,2000,4022900571,0,0,3,7,5,4,1.0,1,1,4022900571,385000
1000,9830,1520,2206700165,0,0,4,7,3,3,1.0,1,0,2206700165,450000
2780,6837,1160,4151800530,0,0,3,9,4,1,2.0,2,0,4151800530,1090000
1730,6250,1180,8122600195,0,0,4,6,2,1,2.0,1,1,8122600195,396675
1170,10125,1650,5379805160,0,0,3,7,5,4,1.0,1,1,5379805160,242000
1300,11596,1300,323089095,0,0,4,6,3,1,1.0,1,0,323089095,380000
1420,4635,1810,9000025,0,0,4,7,2,1,2.0,1,1,9000025,496000
1470,4441,1400,8835200330,0,0,5,7,3,1,2.0,1,0,8835200330,399950
2850,7072,2440,1239400064,0,0,3,9,4,1,2.0,2,0,1239400064,895000
1560,6149,2000,2719100115,0,3,3,8,3,3,2.0,1,1,2719100115,690000
1610,9107,1610,5589300361,0,0,3,7,3,1,2.0,1,1,5589300361,270000
1210,88426,2650,2523069146,0,0,5,7,3,4,1.0,1,0,2523069146,349900
1170,1583,1470,3630020090,0,0,3,8,3,2,2.0,2,0,3630020090,454280
1410,12474,1410,1775700011,0,0,3,6,3,1,1.0,1,0,1775700011,390000
1840,7992,2170,9264921110,0,0,3,8,3,1,1.0,1,0,9264921110,275000
2450,8775,2410,6837820330,0,0,3,8,4,1,2.0,1,0,6837820330,300000
850,6000,1700,6822100750,0,0,5,7,3,3,1.0,1,1,6822100750,700000
1280,6270,1680,6769200040,0,0,3,7,3,3,1.0,1,1,6769200040,520000
2770,35435,3010,1668500090,0,0,3,9,3,1,2.0,1,0,1668500090,715000
2370,4348,2370,5104530220,0,0,3,8,3,1,2.0,2,0,5104530220,404000
1970,14025,2280,726059048,0,0,3,7,3,4,2.0,2,0,726059048,490500
2680,7314,3530,8835401250,0,3,3,10,6,4,2.0,1,1,8835401250,1490000
1550,6000,1550,6821100090,0,0,5,7,4,1,1.0,1,1,6821100090,557800
1550,9900,2320,5072400100,0,2,4,8,4,3,1.0,1,1,5072400100,571000
2560,4916,3010,2781200090,0,0,3,9,4,1,2.0,2,0,2781200090,410000
1240,5589,1670,4006000580,0,0,4,7,3,1,1.0,1,1,4006000580,225000
2590,5238,2660,3825310530,0,0,3,9,4,1,2.0,2,0,3825310530,700000
1370,4500,1590,3797000745,0,0,3,7,3,1,1.5,1,1,3797000745,500000
680,5000,1440,7550801207,0,0,4,7,2,3,1.0,1,1,7550801207,536500
1600,21255,2050,2468800040,0,0,4,8,3,2,1.0,1,0,2468800040,330000
1120,8470,1710,8092700230,0,0,5,7,3,1,1.0,1,0,8092700230,249950
1630,8410,1390,4435000490,0,0,5,7,4,1,1.5,1,1,4435000490,249000
1590,6000,1110,3686900025,0,0,5,6,3,1,1.5,1,0,3686900025,249000
1390,9195,2440,2450500110,0,0,3,7,4,4,1.0,1,0,2450500110,780000
2700,4500,1810,1257200315,0,0,3,9,4,1,2.0,2,1,1257200315,1200000
1110,7877,1870,3876312370,0,0,3,7,3,3,1.0,1,0,3876312370,434500
2490,129373,1910,2821079081,0,0,3,8,4,1,1.0,2,0,2821079081,590000
1000,5000,1490,7550800915,0,0,3,6,2,1,1.0,1,1,7550800915,417200
2130,11900,2590,7504010750,0,0,3,9,4,1,2.0,1,0,7504010750,649990
960,3741,1570,1175000110,0,0,4,7,2,2,1.0,1,1,1175000110,506000
1730,5523,1730,9320990090,0,0,3,7,3,1,2.0,2,1,9320990090,348000
2810,6180,2810,3791400100,0,0,3,9,4,1,2.0,2,0,3791400100,301000
880,4000,1150,6021503885,0,0,3,7,2,1,1.0,1,1,6021503885,427550
1040,11407,1880,7979900552,0,0,3,7,3,1,1.5,1,1,7979900552,361000
930,6960,1260,5101405340,0,0,5,7,2,3,1.0,1,1,5101405340,460000
1800,4736,1700,5016003146,0,2,3,8,4,1,2.0,1,1,5016003146,958000
1340,4800,1410,2734100065,0,0,5,7,5,4,1.5,1,1,2734100065,445000
1670,3770,1510,8029650040,0,0,3,7,3,1,2.0,2,0,8029650040,373000
1750,8250,1890,6204410150,0,0,4,8,4,3,1.0,1,0,6204410150,525000
2850,9435,2850,662310620,0,0,3,9,3,1,2.0,2,0,662310620,364988
820,8370,1410,924000040,0,0,4,7,2,1,1.0,1,1,924000040,324000
1490,5627,2020,3333500096,0,0,5,8,4,3,1.0,1,1,3333500096,625000
1480,7553,1130,349400100,0,0,3,7,3,1,1.0,1,0,349400100,237500
1730,8550,1730,3876000970,0,0,4,8,6,4,1.0,1,0,3876000970,429300
1030,6250,1130,7883603425,0,0,2,7,3,2,1.0,1,1,7883603425,155000
1780,8160,2720,923000580,0,2,4,8,4,3,1.5,1,1,923000580,614000
2380,4382,2590,6635000110,0,0,3,9,3,1,2.0,3,0,6635000110,650000
1730,13594,2470,7000100775,0,0,4,7,3,1,1.0,1,0,7000100775,625000
1670,7035,2130,6383000690,0,0,4,8,3,1,1.0,1,1,6383000690,587100
2150,42193,2410,9113600210,0,0,3,8,4,1,2.0,1,0,9113600210,380000
730,5760,1970,5249804760,0,0,3,6,2,2,1.0,1,1,5249804760,479500
620,3570,980,3364900156,0,0,3,6,1,1,1.0,1,1,3364900156,382888
1960,5750,1920,117000001,0,0,3,7,4,1,2.0,1,1,117000001,540000
1700,9534,2550,7555200230,0,0,3,8,4,3,1.0,1,0,7555200230,691000
1130,4000,1710,9178600360,0,0,5,7,3,3,1.0,1,1,9178600360,760500
3550,8583,3550,7853301570,0,0,3,9,4,1,2.0,2,0,7853301570,685000
860,18287,1290,5066400564,0,0,4,6,3,1,1.0,1,0,5066400564,199129
2031,7700,2390,9264950600,0,0,3,9,3,1,2.0,1,0,9264950600,335000
1590,23789,2780,4010800110,0,0,4,8,3,1,1.0,1,0,4010800110,305100
3010,10143,2480,1546600120,0,0,4,9,4,1,1.0,1,0,1546600120,830000
2610,10008,3140,4139440100,0,0,3,10,3,1,2.0,1,0,4139440100,810000
1180,13963,1440,1939050110,0,0,3,8,3,2,1.0,1,0,1939050110,500000
960,5405,1190,6126601445,0,2,4,7,3,3,1.0,1,1,6126601445,490000
1670,2875,1340,9274200620,0,0,3,7,2,1,2.0,1,1,9274200620,490000
1030,11960,1800,2868300061,0,0,4,7,4,2,1.0,1,1,2868300061,272000
2140,7455,1890,3831200210,0,0,4,7,3,1,2.0,1,0,3831200210,280000
1250,6180,1490,7301300150,0,0,3,7,3,1,1.5,1,1,7301300150,233000
1080,7210,1200,3368900084,0,0,4,7,3,1,1.0,1,1,3368900084,275000
2110,7725,2030,8856500220,0,2,3,9,3,3,2.0,1,0,8856500220,375000
2180,3963,2190,9527310110,0,0,3,8,3,1,2.0,2,0,9527310110,445000
1260,1250,1360,2767604712,0,0,3,8,3,1,3.0,2,1,2767604712,437500
1510,6000,1430,3336001515,0,0,4,7,4,2,1.5,1,1,3336001515,426250
2450,11700,1560,5103900015,0,0,4,7,3,1,1.0,1,0,5103900015,358000
4150,60137,3330,1025069255,0,0,3,11,4,1,2.0,2,0,1025069255,1180000
960,6000,1620,2724069010,0,0,3,5,2,1,1.0,1,0,2724069010,305000
1340,4236,1350,8682262170,0,0,3,8,2,1,1.0,2,0,8682262170,415000
2400,4960,1420,1773100755,0,0,3,7,11,3,2.0,1,1,1773100755,520000
3080,5425,2950,8691390770,0,0,3,9,4,1,2.0,2,0,8691390770,733000
1130,8162,1570,7771300085,0,0,4,7,3,1,1.0,1,1,7771300085,411500
1760,9351,1850,9194101388,0,0,4,6,3,3,1.5,1,0,9194101388,540000
1652,8712,1400,7633400110,0,0,4,7,3,2,1.0,1,0,7633400110,270500
1200,1256,1390,2767704302,0,0,3,8,2,2,2.0,2,1,2767704302,422250
3690,9082,2290,8562970040,0,0,5,9,5,1,2.0,1,1,8562970040,655000
3310,8321,4042,8562720410,0,3,3,11,5,4,2.0,2,0,8562720410,1200000
2920,326097,2360,120069059,0,0,3,9,3,1,2.5,1,0,120069059,550000
1020,1370,1270,9828702513,0,0,3,8,2,2,2.0,2,1,9828702513,460000
790,6499,1320,7812800515,0,0,3,6,4,3,1.0,1,1,7812800515,159075
1220,4000,1580,3363900155,0,0,4,6,2,1,1.5,1,1,3363900155,470000
1020,6900,1530,9448300061,0,0,3,6,2,1,1.0,1,1,9448300061,235000
1510,9368,1590,1840300100,0,0,4,7,2,1,1.0,1,1,1840300100,309950
1010,11100,1910,4246000180,0,0,4,7,4,3,1.0,1,0,4246000180,433000
1650,10000,2490,7856000110,0,3,3,8,3,4,1.0,1,0,7856000110,895000
1140,82764,2170,2422059111,0,0,4,7,3,3,1.0,1,0,2422059111,291000
2720,16200,2760,1925069199,0,0,3,9,3,1,2.0,1,0,1925069199,835000
1200,4000,1540,2771603940,0,0,3,7,2,2,1.0,1,1,2771603940,640000
1340,13600,2340,6028000090,0,0,3,8,3,4,1.0,1,0,6028000090,438000
2600,7620,2830,5126310110,0,0,3,8,4,1,2.0,2,0,5126310110,540000
1090,8404,1260,7520000616,0,0,3,7,4,4,1.0,1,1,7520000616,325000
1360,7465,1410,3343900120,0,0,5,7,4,3,1.5,1,0,3343900120,380000
930,6200,1710,714000195,0,0,3,7,2,2,1.0,1,1,714000195,510000
2300,6035,2320,2310100230,0,0,3,8,4,1,2.0,2,0,2310100230,380000
1710,9800,2800,7856600900,0,0,4,8,4,4,1.0,1,0,7856600900,825000
4060,50755,3100,926069192,0,0,4,9,4,1,2.0,2,0,926069192,880000
2370,11949,3140,3343302110,1,4,4,10,3,2,2.0,1,0,3343302110,1800000
1290,6380,1630,5100403405,0,0,3,7,3,1,1.5,1,1,5100403405,790000
720,4346,790,3298700302,0,0,4,6,2,1,1.0,1,1,3298700302,287000
1570,4500,1638,3333001430,0,0,3,7,3,3,1.5,1,1,3333001430,509000
1350,9110,2020,8849700040,0,0,3,7,3,2,1.0,1,1,8849700040,270000
960,9240,1460,3256400051,0,0,3,6,3,1,1.0,1,1,3256400051,210000
1570,8291,2010,7283900551,0,0,5,8,3,1,1.5,1,1,7283900551,415000
1720,18211,2020,5067400032,0,3,5,9,3,4,1.0,1,1,5067400032,550000
2030,5500,3790,1370801020,0,3,3,10,4,3,1.0,1,1,1370801020,1250000
1120,5750,1650,3852900026,0,0,3,7,3,3,1.0,1,1,3852900026,499950
1540,3600,1590,1189000025,0,0,3,8,3,1,2.0,1,1,1189000025,659000
1440,19544,1440,4047200580,0,0,3,7,2,1,2.0,1,0,4047200580,265000
2070,11248,2370,2607720150,0,2,4,8,4,3,2.0,1,0,2607720150,492000
1250,8000,2450,5459300040,0,0,3,8,4,4,1.0,1,0,5459300040,715000
1330,6926,1210,2613200025,0,0,3,6,2,1,1.5,1,1,2613200025,175000
2430,5820,3200,686050100,0,0,3,9,4,3,2.0,2,0,686050100,975000
730,5667,1630,2117700065,0,0,4,5,1,1,1.0,1,1,2117700065,306950
